rank ,gene,isoform
1.33859822411166,RAD51,T043456
1.33843193266751,ATF4P3,T063411
1.33577192174167,SENP1,T025432
1.3318325020456079,MANSC1,T022621
1.3232731123119,HDAC5,T059095
1.3224638335015548,KAZALD1,T000288
1.3192987859478298,GLRA3,T142007
1.3191609535325002,SHARPIN,T182384
1.3189142634848439,CEBPB,T102049
1.3170481303584958,ZNF491,T069936
1.3125396245058079,BRP44L,T161895
1.31098808112044,FKBP1B,T121219
1.303931774503063,DRD2,T009883
1.303743900677,PRKAG1,T025551
1.298157308982763,ZEB2,T112965
1.29687549186692,SARNP,T026930
1.29647627111867,SNX1,T045440
1.295313762389,PDE4B,T096292
1.29316706808578,GNA13,T061903
1.289894518995532,SUZ12P,T056922
1.2884736215120798,HIPK1,T080811
1.2852057509785,LOH12CR1,T022638
1.2696681277894,TM9SF4,T099629
1.2690394439902148,SUMO1P3,T084487
1.26804293286471,NTRK1,T083823
1.26514151902447,CCDC51,T135429
1.264432080001961,TCF7L2,T001197
1.2621961202898402,TRIM35,T183796
1.2598355592849562,PSRC1,T080189
1.257357354482023,SFI1,T107905
1.2565796140547,WDR43,T121916
1.256186364004,RAD23A,T070264
1.25617615438233,PIK3R3,T094948
1.2552647328441002,SH3BP2,T143314
1.254947904078836,ANKRD10,T031433
1.25447200535325,ZNRD1,T163472
1.2478230558696397,CSNK2B,T164105
1.24159759707927,POMC,T121381
1.2340637450199199,ARSG,T062172
1.2337502814345,IL32,T051158
1.233221108031755,SQRDL,T044038
1.2330146447076848,NUP205,T171342
1.23166279085367,THOC7,T136907
1.2301192842939999,CELF2,T000893
1.2291623250740549,REXO2,T009965
1.22842488933766,MDN1,T168386
1.227319124693,SULT1C2,T110805
1.2252299798122328,ATXN2L,T050430
1.22470903852477,SRSF6,T100837
1.222621090411763,"RNU2-2,p2",T016080
1.221012632810314,DPH3,T131251
1.2209127208195147,MALT1,T068070
1.2204086695036,CBLL1,T169570
1.2185178543028998,CEP120,T148172
1.211502816863884,CEP152,T044170
1.211228301714463,NDE1,T049069
1.2111538926345349,PRICKLE3,T200192
1.209795354025,C19orf33,T073774
1.200298953662,ACTL8,T086258
1.199769330367606,FMNL1,T059461
1.1879063615650332,B3GALNT2,T091306
1.18059995568103,PHGDH,T081286
1.180588387904089,ANGEL2,T089507
1.180358920243616,GAR1,T138881
1.1800226589167502,GRINA,T182327
1.1795174604043002,"ARMCX5-GPRASP2,p7",T195917
1.178818441769,RPL7L1,T165905
1.17164908256463,TROVE2,T087180
1.1688189772709552,ZNF460,T078524
1.168209425291228,SLC6A9,T094722
1.1670960936819,SNORD74,T085823
1.16633962902265,VPS52,T164708
1.1638397401127,LSM14A,T072815
1.162245126852,IDH3G,T198267
1.15924049318349,ITPR1,T135465
1.15126918746532,MAP2K3,T056309
1.15011274350102,ZNF597,T051426
1.14714850508137,HDGF,T083782
1.1453328282692548,AASS,T170311
1.1427860696510002,RGL3,T069821
1.14004521999959,C18orf21,T066868
1.13906151297834,C4orf43,T141395
1.1356105872185789,RPUSD2,T043448
1.1271877097289198,WARS,T035160
1.1268140836333629,PPFIA3,T076656
1.12593462625324,MSRB2,T003532
1.125560538116275,ZNF101,T071908
1.123567513702,MIR4683,T004445
1.121427717489135,ANKRD6,T168360
1.1170096093776,AP2M1,T132337
1.1168584376397748,TARS,T153626
1.108422785207018,SNORD96A,T153236
1.106474870409421,CXorf26,T201215
1.1048692008108998,TLN2,T045265
1.10401204754709,IPO11,T155018
1.1010573875877028,GDF5,T100121
1.1005126269754728,RG9MTD2,T138267
1.09771156078388,RAB32,T160283
1.0970144776464998,HDAC6,T200099
1.0943396226414999,MAPRE2,T066782
1.094025191627422,MED13L,T021535
1.092914736227153,ATP5B,T027193
1.0917757438255602,PTCD3,T125871
1.0906429299482,C20orf3,T099313
1.0901394422311,TSPAN5,T147122
1.0852041431798598,DSE,T158149
1.084620350847,SOCS3,T063999
1.0839170768590898,SMARCA2,T192238
1.0836004241739001,SMG6,T056373
1.0796691465763082,RPGR,T199450
1.0788121689714811,CDC123,T001800
1.0767732611214895,SETD7,T139983
1.07562367411056,DAB2IP,T189250
1.07019065953199,TEAD3,T165089
1.06969123762683,PTGER4,T154067
1.0673538334208053,RMND5B,T152836
1.0665944512389,SPEG,T119245
1.0661771404114762,ZNF836,T077571
1.064779807365205,DDX39B,T163896
1.06325648633775,SUMO2P3,T176432
1.0606965174129,RDH14,T116258
1.06019469029042,C8orf73,T182192
1.0591157476403001,SMYD1,T126025
1.056069566015082,SF3B2,T017193
1.05583224867784,CDKN2D,T069593
1.05125296703604,GLOD4,T062429
1.050850134464155,LILRA5,T077923
1.0492505509573,SLC37A4,T010539
1.0473343610120351,IREB2,T046846
1.0403163132228,AMN1,T024610
1.0397824796711,SAV1,T038469
1.0389033663867,ANAPC4,T143132
1.038861132914636,RAD51,T043457
1.0383451613145211,C1orf112,T085456
1.0358833990721,DDX17,T108807
1.03576380714664,KCNK10,T041161
1.0347429327642401,GAPDHP37,T109132
1.0328687935405798,GPSM3,T164384
1.028354067651593,SECISBP2L,T044196
1.0210474434452,LARS2,T134980
1.0203676105315,YTHDC2,T147736
1.0179072343221,HTRA2,T125305
1.01594898787371,ZNF672,T092395
1.0134335669462,LST1,T164018
1.01294796570213,FBLN7,T111025
1.012276157354046,RELL2,T149742
1.00945595046983,RASGRF1,T046936
1.008970604346804,IPCEF1,T160916
1.007490467127783,SIGMAR1,T192806
1.005023781301555,SMEK2,T123753
1.0044955044955,ETV5,T132589
1.003987543578862,CD44,T013917
1.0039820806371331,P4HTM,T135536
1.00199203187251,CIDEB,T037424
1.0019870839543,TGFB3,T040661
1.000497015672283,ZNF610,T077589
1.0000049651844,SESN3,T019745
1.000004935658255,EVL,T035073
1.0,UBE2Z,T060047
1.0,MET,T170022
1.0,CXorf21,T199201
1.0,EIF2S2P2,T132513
0.996513944223,FLNC,T170666
0.9904473408923,ARHGAP24,T146484
0.990054699155,HPS4,T107291
0.980620567306517,TPRA1,T128618
0.9805404374504091,NUDT22,T016340
0.9741734414263851,USF2,T073120
0.96502075097543,INTS6,T033785
0.960208724236735,SERPINB9,T163328
0.9415991384203001,KLF3,T143604
0.8740528496387899,TMEM123,T008952
