rank ,gene,isoform
3.7559462821545266,"KCTD7,p1",T176750
3.7537398992377997,MBNL1,T130552
3.7507877731094,PABPN1,T037044
3.7497657283588697,SREBF2,T109275
3.7485237948092514,FUT11,T006837
3.7463405043495,MFF,T119725
3.7452237593581,TRIM39,T163537
3.744137930507328,BOLA3,T125178
3.7429984972341717,NIPAL2,T187588
3.7411685090016435,ANXA11,T007439
3.7386575780735,ETF1,T149322
3.7386035409877696,LECT1,T033887
3.7322496062972905,PDE4B,T096303
3.7318804427140404,MFSD7,T144805
3.7309241559759347,SERTAD2,T124317
3.7297363818154,NCOA6,T100012
3.72792112561747,RANBP9,T159536
3.7262289212324298,ADPRH,T127927
3.721783583276605,TLE4,T194243
3.71484337918925,MAF1,T182389
3.713307286986279,NUDT6,T139508
3.712364116434,SRP54,T037827
3.7104068419860408,C9orf150,T189546
3.7058973735923453,KCTD20,T165218
3.7028218788304303,PTGS2,T086952
3.701821675554565,LPGAT1,T089359
3.6995114757511,PLD3,T074322
3.69817963832503,TCIRG1,T017705
3.697212507331879,GPI,T072859
3.69584886902025,CHCHD1,T006841
3.6957320148962,HECTD1,T037637
3.6951825553398137,LPCAT3,T028857
3.6881904554451532,TRIM5,T014991
3.68814131848337,CSTB,T105760
3.685391214615149,CAD,T121631
3.684211507639296,REV3L,T157833
3.6808969191732817,FTH1,T015765
3.6790999295132703,CHD2,T048124
3.6766920612633927,MIR3191,T076064
3.67604329246905,DHRSX,T198979
3.67547472891249,C7orf10,T175391
3.6751947273763,EPS8L1,T078076
3.671475434586553,PHKA2,T198783
3.6679164141113096,SRP68,T063358
3.667083086071647,HK2,T125345
3.661674041784378,NCSTN,T084498
3.6611116230245098,KANK1,T193612
3.6596835013214397,GUK1,T090624
3.6588701412931,CCNL1,T130897
3.6581835043005,VHL,T126928
3.6577956106533396,BMPR1A,T007691
3.6560464004259,MAPK13,T165180
3.6551996503477175,TNPO2,T070104
3.654413713076324,BAZ2A,T027172
3.6536118861750664,EXO1,T091780
3.649982968759235,CSRNP1,T134548
3.64552792490987,RRAGD,T168356
3.6445210758386057,GRB14,T114254
3.6416952341713036,ECD,T006742
3.638931191233482,SRD5A3,T144402
3.63812655698775,ARHGEF2,T083445
3.6368738215639302,ECE1,T089650
3.6349049419806545,NDUFS2,T084739
3.63278599771798,SAMD12,T180116
3.6323133074001097,CEBPB,T102044
3.616978050855808,CTSZ,T102909
3.6149178765656806,SLC16A6,T062184
3.6144625873829006,FBRSL1,T023188
3.614393547581,HPDL,T094858
3.613446633668621,SKIL,T131576
3.6123060644360696,SERAC1,T161188
3.611883902490223,HNRNPA2B1,T174223
3.611826006501005,SSFA2,T116116
3.60959126492645,SLC35C1,T014395
3.6086446217073185,CBFA2T3,T055073
3.6061008390779037,H3F3AP4,T114989
3.6032193093451688,AFF4,T148685
3.6012803375768705,AMOTL2,T129332
3.596598796540789,YTHDF2,T093170
3.594479431836449,TNFAIP1,T056543
3.591509310965826,APOC1,T075422
3.5908670359859496,ITPKC,T074404
3.5889622370601844,MIR4479,T191449
3.58832746616737,TSG101,T012491
3.58803064389849,TLN2,T045266
3.5870968398696648,ZBTB48,T096250
3.5870682684527155,C20orf160,T099587
3.585975594178259,DYSF,T124968
3.576038810935902,MEX3C,T067648
3.5744653461496023,CES1,T052238
3.57348666116195,RAC2,T108533
3.570555562899085,SHOC2,T001091
3.56988167729486,MREG,T118591
3.56891578054879,CIDEC,T138101
3.5680358792699143,TLR4,T189059
3.5600155673305403,AZI2,T133998
3.5553072329937403,CFLAR,T117235
3.5550464242367297,MYBBP1A,T059613
3.5524551195629313,USF2,T073124
3.55192162878653,CCNH,T156440
3.5438812382228844,CNP,T058622
3.5383789660048284,UBR5,T179312
3.5374146584786783,CLN5,T034389
3.535650696831919,ABI1,T003767
3.533605493172,MAP3K2,T111961
3.5277446739831246,CYP1B1,T122577
3.5241142230256504,DHX30,T135337
3.5223812259106277,NFKB1,T138445
3.5213746438768903,HECW1,T175529
3.519716960132913,CLIC4,T092464
3.5177333039596896,ZYX,T172202
3.5172547913933,MRPL16,T015349
3.5155280653889043,PLK1,T049931
3.5137964585331005,L1TD1,T095885
3.5128768414599247,MAP4K4,T110390
3.5119938582884864,MCM5,T108174
3.5052366248265003,ZFAND5,T193944
3.4991351129660804,C20orf111,T100922
3.4978166573259837,SAE1,T076052
3.4978082590002697,SYNE1,T160844
3.497761454063,WDR53,T133497
3.4943989995679177,DUSP5,T001019
3.4900004522507997,HYOU1,T010552
3.4891618568975877,VAPA,T069328
3.4798461718008347,MED25,T076891
3.4768090622834262,ZNF175,T077434
3.473503962864275,ESRRA,T016446
3.4682999699207664,DENND4B,T082928
3.4629736108597835,PBX1,T085075
3.4572347709738334,NBEAL1,T117461
3.4568194501905785,PRR5,T109608
3.4564881202708864,ATF6,T084869
3.4553893863260803,HSD3B7,T051084
3.451079329204583,TRMT1,T070352
3.4484548617520003,ARHGDIA,T064927
3.4474464812624688,CTAGE5,T038195
3.44669356074027,EPS8L2,T018217
3.44367245018283,SHARPIN,T182385
3.4426620996966286,SMARCA4,T069725
3.431959939540317,LRP10,T036918
3.4281120614626404,IL18BP,T018051
3.4279321498660487,"PPAN-P2RY11,p2",T069391
3.427809625348033,PIPOX,T056756
3.4271901161137497,"CCDC169-SOHLH2,p1",T032751
3.4260793517362327,PAFAH1B1,T056422
3.425345534190478,CYP4F11,T070983
3.422853218349263,SAMD9L,T178227
3.42183790434561,THAP1,T184914
3.4208762534943498,PPP1CB,T121897
3.4182637682524986,EEF1D,T182206
3.4136570893085487,TTC3,T105001
3.4130581762884753,COTL1,T054548
3.41282504309168,FOXP1,T137240
3.4092215715377003,NDUFB7,T070738
3.4091441712156985,WAC,T003913
3.40797635724985,ALDH1L1,T128514
3.40529251796321,EPB41L1,T100239
3.405003343042,JRK,T182061
3.4041714828734726,TMEM69,T094929
3.403444347634593,C6orf62,T162744
3.4027309540125,TMEM47,T199341
3.4012962885206504,INTS8,T187310
3.4006554052760354,PIGS,T056637
3.39523616210455,RUNX1,T104860
3.3929152029629512,ASB5,T142121
3.389587557604655,TRMT1,T070354
3.3834356830596537,NBEAL1,T117464
3.3832099084247,MTHFS,T046959
3.3822233095803345,COQ4,T190038
3.3814505826126178,C16orf70,T052982
3.3807093541533955,SEC24A,T148885
3.3798275959423028,CAPG,T125673
3.379820747198833,HLX,T089983
3.378923847635688,SH3GLB2,T190207
3.3766198568512618,TUBGCP2,T002710
3.3764792192785347,SLC2A8,T189743
3.370454894224114,ANXA1,T194020
3.36985150432105,CLASP2,T134268
3.3672987243406713,KIAA1432,T193482
3.3666587177080807,BCL2L1,T099536
3.3628143158408,COASY,T058797
3.3613678145188497,NUP153,T162283
3.36135882648614,ARPC2,T118876
3.3613378776230136,TSG101,T012492
3.3612082090565942,MAPK12,T110079
3.3589037836346898,C12orf60,T023403
3.35866320310461,CALD1,T171237
3.3586541517070305,GATA2,T128763
3.3584271260211302,PRR5,T109606
3.3580348840931236,KIAA1549,T171531
3.3546628692753004,ELL2P1,T083972
3.3495458727241494,DYSF,T124964
3.348733507335132,ARHGDIA,T064929
3.3467468271107,ARMC5,T051248
3.3454346120172684,FAM70B,T031684
3.3424939566386,RPL35,T189532
3.3421380993140546,KLF5,T034154
3.3406293873065334,TRIM34,T014957
3.3387590596233,FBXL16,T054004
3.3340383296089238,SPAG1,T179069
3.3327464339651662,RAB21,T028941
3.3306104839050006,C9orf156,T187696
3.3267591284016578,IDH2,T047799
3.3244727796664,LIPA,T007951
3.32354314800502,HSDL1,T054478
3.3234765748431547,TMEM41B,T019609
3.3233864824021704,CCDC28B,T093461
3.3233166462065697,RPS14,T150685
3.32306333590061,C11orf20,T016438
3.3170605317156148,SF1,T016571
3.3152741437998,APOC1,T075423
3.3115775778985608,CTDNEP1,T062723
3.3099371878691,FANCG,T192879
3.3092071497477984,TMEM41B,T019610
3.307427444122036,GPANK1,T164102
3.303083057493515,PNRC1,T168316
3.3018224869084003,RPL39,T196744
3.30139019411406,HERPUD2,T175018
3.3010614877163005,ZNF768,T050904
3.2968257064686304,COQ10B,T116946
3.295932792005736,PSMA4,T046857
3.2959085509367703,MAFK,T173229
3.2958162195798097,LYST,T091357
3.2952424936916502,LSS,T106288
3.2941336747065804,ENG,T189864
3.2926793456340597,KRT81,T026138
3.29170645827933,PTCH1,T195188
3.291227692817565,EZR,T161290
3.2906038088592404,TPT1,T033265
3.2889226421543714,RPL10A,T165079
3.2887816506533505,SAP30BP,T063210
3.285077660088525,ARHGEF1,T074742
3.284805633502254,RCOR3,T089309
3.2846859199614604,CCDC126,T174039
3.2806498880811845,LDB1,T000374
3.2805719623956,ZNF644,T097741
3.2784765242982434,TET2,T138602
3.2775695916332697,SAMD8,T006935
3.2755459281633104,EPHA1,T172230
3.2753866111314203,TEX14,T061226
3.2753050982925402,HIST1H2BH,T162980
3.27482216490942,PTMA,T120128
3.27039956092915,MEGF9,T189112
3.27017096085043,NFAT5,T053441
3.268379716046,TNFRSF10B,T183377
3.26660057805198,SNHG15,T175778
3.264563537766179,CDK14,T178009
3.2604502339205004,SLC43A3,T015066
3.259754645594313,CSK,T046488
3.2595376070765,RPS26,T027039
3.2584339590418807,LRRFIP1P1,T131954
3.254891421425129,TFPI,T116329
3.2526629746461,ROR2,T194865
3.2492886725751005,PGAM5,T023213
3.248905387564,EDEM1,T136142
3.2482180497713657,ZNF738,T072071
3.2477627930380297,DGKD,T120317
3.24703801740873,SERINC2,T093356
3.2463060930085974,PANK4,T092066
3.2430268626204466,TBL1XR1,T131874
3.24256702598541,SLC7A3,T200821
3.2421236016167616,NUDT3,T164942
3.2395065321563647,AXDND1,T086156
3.23704663751679,RBMX,T197545
3.2361929418714936,AZI2,T133988
3.2325961005974,GPR3,T092902
3.232134480133729,MSH3,T156165
3.2292064920411248,ACLY,T058615
3.2285035132121003,SRD5A1,T155206
3.22680226440981,BZW1,T117166
3.225197207027184,PLEC,T182302
3.2246349547819064,TAX1BP1,T174483
3.223842542164662,ACOT2,T040318
3.223840358532,TRAPPC10,T105788
3.221619343056412,ANXA7,T006774
3.2180183416964985,HSBP1L1,T069132
3.2176698712217497,PLA2G3,T107820
3.2175317875446767,MT1F,T052348
3.21446685532557,MAFG,T064979
3.2133277390403503,GPC4,T197248
3.2130426250175534,CREB5,T174560
3.20934089534616,FADS1,T015709
3.20660701593997,FGFR4,T152675
3.204731597893665,RNF14,T149776
3.1974189494825103,ZFAND6,T047003
3.1961095559573995,TUBA1B,T025585
3.195951289172651,C1orf54,T082116
3.1955517493038696,RIMKLB,T029875
3.18449500414567,BTBD9,T165529
3.1837065958045354,ZBTB20,T127707
3.1823846265965496,PSAP,T006531
3.1817094305913134,ZMYND11,T003214
3.1772846131066648,SH2B3,T021082
3.17718402953092,ATP5LP3,T143090
3.17545476503264,LONP1,T078474
3.1696814774347004,DPPA4,T127247
3.1637469617240317,NMI,T113276
3.1619074488538046,PLEKHG2,T074117
3.160612594782364,DDX6,T010457
3.15915557705952,LCMT1,T050068
3.156111532572355,KIF20A,T149240
3.1543765904817747,CNBP,T128868
3.1526107408112996,MAK,T157545
3.15036996613554,CBX3,T174221
3.14860940314691,ANKRD63,T043395
3.1482358106458355,DCTN5,T049928
3.1447670665212404,TGFB1,T074587
3.1440941908084,BBS9,T174937
3.1440907977681576,TESK1,T192958
3.143909059349575,TSG101,T012497
3.1403177783367817,GSDMD,T182186
3.13542790310255,DHX33,T060834
3.1329521272878007,STARD4,T147622
3.132255116656545,NKAP,T196776
3.130706633545075,ORC1,T095311
3.1291473444079583,MAGED1,T200314
3.1278209027296,TBC1D14,T144850
3.126347631021133,MSRB3,T028019
3.126233737082741,ATP6V0C,T050105
3.1243012185479553,RNF144B,T162394
3.120567863368555,WHSC1,T142668
3.1202458356913336,SH2B3,T021083
3.1201313555463304,UBE2H,T170773
3.1197033949686337,TFB2M,T092166
3.118258557957509,NFKBIA,T037933
3.117257422681873,RANBP1,T106670
3.1162025543153105,BYSL,T165791
3.1153269546985496,KIF26B,T092054
3.1096466486485,MRPS6,T104783
3.10788967965136,SPTY2D1,T012547
3.10780723479079,PLEKHG2,T074113
3.10722059529562,EXOSC7,T134929
3.10640037661403,SNRNP40,T093327
3.1062377116120694,CALHM2,T000614
3.1035973871875,C12orf24,T020978
3.1021518287553,ATP6V1D,T039745
3.101663247519688,CDH23,T006467
3.0977339887313,TSC22D4,T168636
3.0975246481619703,CD70,T078944
3.0945773202407003,LEFTY2,T090449
3.0930636906784503,STK17B,T116819
3.0916667151013604,SOX3,T197684
3.089921698013851,PIK3CG,T169479
3.0886902279077386,ATXN2,T021102
3.088424992433841,SPAG9,T060670
3.0823190647914602,ZFP91,T015217
3.0802447891980296,TIMM8B,T009773
3.078322110164516,COMTD1,T006954
3.072504450866065,MALAT1,T016912
3.0681343032708,HSD17B14,T076494
3.063976692935489,GABBR1,T163382
3.0631244578865395,VANGL2,T084509
3.062920286218535,CHTF18,T054443
3.0585418292396165,ARPC1B,T178814
3.0518876295866195,PTGIS,T101930
3.051717213756088,ELF4,T197062
3.0510086658182995,NFATC1,T069092
3.0493402960604703,TKT,T136338
3.0489050950806202,WHSC2,T142848
3.04847708864268,PDE2A,T018142
3.0426433737342675,FBP1,T195116
3.0420804543021234,MRFAP1,T144724
3.0405444337499703,TAP2,T164527
3.03509442324993,ZNF544,T078655
3.03464264236908,"PPP2CA,p2",T148823
3.0304013314609994,KIAA1530,T139749
3.029394387057382,AFF1,T146612
3.0265856694040494,RPS19BP1,T109045
3.01852387636433,ETF1,T149318
3.0167765479183006,SIK3,T010097
3.0137571184972,AKAP13,T047365
3.0117840516386,RABGAP1L,T085898
3.0089184951896937,JTB,T082955
3.0060950270047497,CDK5,T172688
3.0057159863539136,COX5B,T126534
3.004482656551605,ATP6V1G1,T188843
3.0032112964137068,SLC25A32,T179456
3.001788458892501,TNS3,T176012
3.001456454792968,MAPK12,T110077
2.996994123177425,ZEB2,T112932
2.9954440883863995,NOSIP,T076810
2.9924388902280135,HOXB2,T059886
2.990782022860597,ERC1,T021757
2.9901653055217383,C6orf62,T162743
2.98852772209693,ARAP1,T018166
2.988041784014466,AARSD1,T058894
2.987871665161104,CNOT2,T028769
2.9867149766421606,VAPA,T069329
2.9866728311875153,S100A11,T082537
2.984339999805288,WRNIP1,T163109
2.9780989653347603,HR,T183124
2.9739741794997,DDX47,T022942
2.97366857050712,JAK1,T096115
2.9713409011950698,ARHGAP27,T059535
2.970212555132674,ZNF524,T078312
2.96967882153396,C9orf106,T190257
2.96831514908579,NIF3L1,T117193
2.9669127910403037,C14orf79,T035790
2.9651751189349995,SLC3A2,T016104
2.9650160100755465,KANSL3,T126432
2.9626027078766,MMP9,T101423
2.962421897599569,SLC38A5,T200029
2.9616929316752554,GPX1,T135637
2.9615319298072547,CD164L2,T092900
2.959991735264655,S100PBP,T093572
2.954195390759,SLC12A7,T147505
2.953974552418881,TENC1,T026398
2.953869047619,SMPD2,T157653
2.95362911872508,PSCA,T182055
2.9516823478785,EPS8L1,T078075
2.950866335557135,WDR26,T090332
2.94950042982839,FAM69B,T191362
2.949296383116,ALG13,T196469
2.9491512535000264,CCNT1,T025474
2.9488667314418127,GSPT1,T048771
2.9454161318646004,GGH,T185778
2.9450672442539414,CD68,T063645
2.9449786523247097,PCSK9,T095546
2.944359139204642,RCOR1,T035487
2.94235902809874,PTAR1,T193742
2.9395698096372818,NR1H3,T014634
2.9390742936717795,ZNF358,T079198
2.93855176055357,EP300,T109167
2.9381090205575697,SEC31A,T146333
2.937601621687255,FAM105B,T150193
2.936224607593,ZNF800,T170516
2.934632942287396,CALM1,T041296
2.9340309674889444,CDIPT,T050671
2.93387933068053,STEAP4,T177959
2.933766587349958,PGAP2,T014128
2.933513052838652,RPS16,T074126
2.930337273175788,KIAA0101,T045476
2.92906808001674,BAG6,T164077
2.9268740433555798,SRSF1,T061053
2.92611333610856,TACC3,T141786
2.9166101582174395,TBX1,T106607
2.9162909091228015,C9orf64,T194362
2.916222253219288,EIF2B3,T094831
2.9161271367614807,TSPYL2,T200348
2.9134601995770497,TMEM111,T126720
2.912136780049995,CCNL1,T130892
2.90965404286832,PBX1,T085074
2.9084364830873204,RDBP,T164285
2.9076914611805296,RRP9,T136040
2.906438399149564,ECE1,T089648
2.9044995054642,LACE1,T157562
2.9027546760344203,MRM1,T057497
2.9019392861281488,XRCC6,T109245
2.9011144337538903,"GGT1,p1",T107199
2.9007184257008944,PDE8B,T155868
2.90056064486772,HTATSF1,T197468
2.8927937865515383,PTPN14,T089572
2.8913545651429557,OBSL1,T119274
2.8887432207708503,KMO,T091736
2.8882457935885117,MORF4L1,T046886
2.8880586106086907,C14orf167,T037280
2.886366520603823,TSC22D4,T168634
2.885885101695,PAEP,T191192
2.8850775109499196,CUX1,T169042
2.8842785793949464,PHF17,T139681
2.88419633593548,CEP41,T170896
2.8823674763388403,BTG1,T030264
2.88202018243798,CFL2,T037789
2.8780163123583002,TIMM10,T015103
2.8774358163836298,SRRM2,T050264
2.8774201938506345,SMAP1,T167434
2.8733870613911807,TTLL4,T119013
2.8698888483362,JMJD6,T063601
2.8685423322089503,APEH,T135693
2.86741215857363,IPMK,T005428
2.86104940738612,CSRNP1,T134549
2.860655746931055,DUSP23,T084281
2.8598873295779814,SEC63P1,T098218
2.85838146127701,"HIST1H4A,p6",T163045
2.8578005402643996,CAPZB,T087353
2.8554865155565,ACIN1,T036982
2.8554644110022203,B3GNT2,T124134
2.8551241271949963,NBEAL2,T135245
2.8534788290202004,HMGA1P3,T020969
2.85224155975361,TRAK1,T134695
2.8493261915209005,GARS,T174795
2.8490348235591,PAK1,T018715
2.8479288906855698,NUP62CL,T196201
2.8470580895790136,SNX1,T045442
2.84688615972171,ELMO1,T175168
2.84502140048464,BCL2L1,T099537
2.8412404924494905,SNORA12,T000102
2.8367061694914804,NCOA4,T005141
2.835751318424553,DNMT3A,T121395
2.8347585973918488,NFKBIZ,T126847
2.831477340762014,SNX33,T046646
2.8266595003980783,MGST1,T023583
2.82520180893638,E4F1,T049874
2.8217509972151347,CYB5D2,T058738
2.816393515213781,C20orf43,T102591
2.8135596330852204,CLEC4D,T029788
2.8106235828406803,HLX,T089987
2.8103143172316405,SLC48A1,T025391
2.8063121792598746,SMARCD1,T025793
2.80512277712322,MIOS,T177325
2.8050412564094,GPR35,T120977
2.80489490957224,NT5C,T063072
2.8027281195378846,SLC25A25,T189956
2.80225917794196,SYTL4,T201594
2.79988201397576,GRWD1,T076351
2.797877360183261,PPP1R2,T133365
2.793793400411702,PARP6,T046218
2.79319383168702,EIF2AK3,T126055
2.7914476109094037,NFIL3,T194833
2.78971861792545,ALDH3A1,T056192
2.788412171393,XPOT,T027888
2.78715110864785,MTA3,T122876
2.7866022497830683,IL6,T173887
2.778422496150331,SLC28A3,T194383
2.7770179609265697,ACSBG1,T046824
2.7763265630916587,GPC1,T120908
2.7706605706468816,RAB2A,T185605
2.7701893924255354,LDLR,T069738
2.7674031240556487,EPHA2,T085110
2.7662714130150117,MTF1,T094114
2.7654899685547645,NCBP1,T187668
2.76350767533326,PIK3CA,T131945
2.763349783492422,HK2,T125343
2.7625499003998546,GABPB1,T044299
2.760882754231275,ZBED1,T199047
2.7607317154158504,CBX1,T059793
2.7605274565921043,PLSCR1,T129983
2.7594455486341154,SREK1IP1,T155060
2.7585095923811798,VWDE,T170449
2.7577768384968837,KIRREL,T083960
2.7567766296330003,OSGIN2,T187046
2.7521595739511806,SGMS2,T138721
2.7501756775631354,TMEM33,T143942
2.747381185227149,TAF4,T103125
2.7456948542514934,NBEAL2,T135252
2.73963688168114,SUSD2,T107100
2.7381388684435004,UTRN,T160206
2.7376379831312,TNFRSF8,T081340
2.735042888393109,NOSIP,T076811
2.734662719229415,AGAP3,T172710
2.7341252310008484,CORO1B,T017602
2.732917096396,LTB4R,T037426
2.7300245424602596,IQGAP3,T083662
2.729147873876795,FAM96A,T045437
2.7270130100587746,EPB41L1,T100233
2.72618286439951,NCOA3,T101640
2.7245976765649957,EIF1,T058545
2.7231725017036843,CD63,T026909
2.72312015669362,CCDC43,T059263
2.7208276260636004,MORF4L1,T046889
2.7196613655627795,DQX1,T125287
2.7190590741261453,SMG9,T075173
2.7184006543054218,JMJD1C,T005941
2.7178949682067994,RPL19,T057784
2.7161556940709204,LSM14B,T103134
2.7154681745589,APOBEC3H,T108962
2.7144014716543863,CD81,T013121
2.7118044102109997,CDC25C,T149254
2.7113446287965397,SURF6,T190867
2.7099833626203003,FADS3,T015733
2.70905169709261,SPAG5-AS1,T056649
2.7089275676651,ZNF608,T148216
2.708693113717208,EIF2AK3,T126056
2.708635187614392,PPRC1,T000388
2.707614536689511,NOM1,T173154
2.7055110495813595,MID1IP1-AS1,T199477
2.7026422758148096,"STIL,p8",T095082
2.7023410961341483,TOB1,T060633
2.701700837465902,CLN6,T045849
2.7007750670356967,SEPT9,T063719
2.69656882918487,KLF4,T188242
2.695330147111384,AIMP1,T138667
2.6947647874407648,ADH5P3,T091652
2.6945855660110003,C6orf108,T166002
2.6944110630471725,SERPINF1,T055841
2.692378868012919,SNRPN,T042317
2.690444552123348,CRIPT,T123216
2.6900013744674705,MMAA,T140322
2.6861699456385835,FAM109A,T021072
2.6860441838211875,RANBP1,T106671
2.68296935630364,ALG9,T009673
2.6813732119189,PLEC,T182290
2.68064762838986,MORF4L1,T046888
2.6802583605087005,ELF1,T032992
2.679733582674662,ZNF579,T078305
2.6781172545588205,GLDC,T193564
2.67749639554856,UNKL,T048968
2.677207442643201,SERAC1,T161189
2.674464907915,DUSP12,T084862
2.67235925591662,NCDN,T093821
2.6717738417871297,HAS3,T053382
2.67010149223505,MORF4L1,T046892
2.6697030615538204,ETV6,T021738
2.66827441180055,PHLDA3,T087744
2.668117133915755,PRMT3,T012833
2.6640054787325003,MAP1B,T155517
2.6636583815532004,FTLP3,T100786
2.6623510199180003,TMEM87B,T111017
2.6622873540839884,VDR,T025405
2.66198825902234,EEF2,T073989
2.660476871089724,SIL1,T149354
2.657018222141,PABPC4,T094251
2.6553773768210305,GJA5,T081922
2.6542950823187,MAGI1,T137015
2.6534272273784043,SYPL2,T080215
2.6529179593218597,ARG2,T039790
2.6502255334570752,ZEB2,T112947
2.6488408049303818,SCN9A,T114378
2.643083926174311,SAAL1,T012409
2.642000064380275,ORAI1,T022127
2.6371706494902547,SERHL,T109379
2.6342506911627903,TLE1,T194292
2.63419581961157,RRP8,T017311
2.6327266722880096,COTL1,T054549
2.6310956052158767,EP300,T109165
2.630211087672806,PTH1R,T135235
2.6297194697048,PLCB1,T103694
2.62891709421147,DMRTA1,T192316
2.6269285246538607,TSC22D2,T130348
2.626891161723,TFB1M,T161017
2.6262907897744703,MAD2L2,T081067
2.6262835353005203,TBC1D14,T144854
2.6262019815404978,TANC2,T061618
2.62255762748485,NDOR1,T191636
2.6212818218193172,ABHD2,T047574
2.62100196580034,NR4A2,T113643
2.6192445515774705,KIAA1586,T167011
2.618632075191785,SLC8A3,T040105
2.61843154197517,ADAMTS5,T104323
2.616302202417213,PTP4A1,T167170
2.6160862589015847,KLF6,T004509
2.6155221381001508,FCRLB,T084859
2.6143627250102,MAPK12,T110078
2.61318363368251,CASP7,T001271
2.6107932956253217,DENND4A,T045642
2.608157514311555,B3GNT7,T120047
2.6079824489963,UBB,T055790
2.607482569678,ZNF131,T154265
2.6070698347367,MGLL,T128682
2.6068105133252,ADAMTS20,T025026
2.6065825072491697,SPAG4,T100139
2.6061315624454098,NAALAD2,T019451
2.6035322478835,C22orf23,T108705
2.601655617669336,EIF2AK3,T126054
2.5982463988049997,CXCL6,T145489
2.5980854657007804,TNFRSF14,T092384
2.59380234445908,GTF2A1,T040983
2.5935188515976297,P4HB,T064917
2.592732481494,ZFAND1,T186766
2.5914350821211047,CFD,T079502
2.591386704672015,FAM125A,T071232
2.5908160425944,ST3GAL2,T053514
2.58751193274028,AKAP13,T047422
2.586105839442723,ARAF,T199921
2.5854644169618664,APBB1IP,T003726
2.5845223017818832,SMAD3,T045789
2.5840199093017517,BEST1,T015752
2.5823342945800425,PCNP,T126812
2.5808463724614645,HMGCS1,T154275
2.5806456289035316,BCAS4,T102188
2.5789361226152603,RIN1,T017279
2.5777667786316534,IL8,T145447
2.5770488764437003,CPNE3,T186923
2.5758413501339112,SMG6,T056374
2.5727970391558497,NSUN4,T094991
2.572221163457062,C1RL,T028992
2.57131036959291,B3GNT7,T120043
2.570354834530149,HR,T183129
2.5700937553943497,MICALL1,T108697
2.5684198180060283,USP44,T030560
2.56605811991371,SWI5,T190032
2.5648160924843104,MEI1,T109267
2.56403581575715,CD55,T088834
2.5638672041036497,USP8,T044306
2.563686607548,TUBA1B,T025587
2.5628942542566806,KRTCAP3,T121704
2.5628786725611117,ORC1,T095309
2.562666316467983,CEP95,T061850
2.5623432032232314,MATR3,T149363
2.560632566852168,SIGMAR1,T192808
2.560596729305901,SEL1L3,T143166
2.5604024937686547,SNX24,T148152
2.5596261219272507,GLB1L,T119122
2.557770259746315,TOR3A,T086124
2.556017069723,RGS19,T103599
2.5542217533476346,ZNF213,T051298
2.5503137642683806,ADSL,T109109
2.5498845586487127,RPGR,T199451
2.5447191422907003,RTN3P1,T140297
2.5401834840867,FADS2,T015701
2.5376983130752,TMEM233,T021799
2.5369301653077554,TMEM180,T000465
2.5366949349215098,EBPL,T033668
2.53604141904004,ENDOD1,T019726
2.5342041017938697,ALG3,T132354
2.5336050836422404,MARCH3,T148321
2.529652775470822,PHC1,T030112
2.5289812091682,HIPK1,T080810
2.5287900870746154,MRPL14,T166154
2.52717004991,ANO5,T013018
2.5250580888737897,MRPS15,T093986
2.524025874435604,MRPS18C,T146407
2.52327930250968,AHCTF1,T092202
2.5220799699776,DNAI2,T062801
2.521426816887,HLA-DRB9,T164439
2.5206232280411927,ZBTB44,T011765
2.51941645698483,SENP2,T132545
2.51698427297417,RNU11,T093150
2.5168788690803403,HUWE1,T200418
2.51681914967706,HCG18,T163546
2.5168105491838904,PYGO2,T083162
2.511170049668,DNHD1,T016785
2.509384667821205,SNRPA,T074410
2.5081167360197,ATP9B,T069075
2.507564853654745,PEMT,T055962
2.506324486722601,ARHGEF6,T197499
2.50422799192858,CGREF1,T121592
2.503330314637624,LYSMD1,T082348
2.50279362730318,IFNAR2,T104663
2.5021253019520397,PDE4B,T096306
2.5008911836367096,EMR2,T070761
2.50082910994695,IQCC,T093464
2.5005695809024,ZNF561,T079616
2.498160171658,FDFT1,T179905
2.4977305419409,NR2F1,T156715
2.49675205272404,CAMKMT,T123056
2.4949954511529704,OSBPL9,T095247
2.4949666002385658,AKAP1,T060954
2.494447285354089,PRKCD,T136325
2.4941078585058,ZW10,T009896
2.49385134829371,BCL2L12,T076846
2.49328967733768,PPP1CB,T121895
2.492472827646555,IL1RAP,T133040
2.4923904424122982,CDC45,T106579
2.491736760784533,RBM12B,T187231
2.4886779446577747,GJC1,T059281
2.48836789817906,ARL6IP4,T022380
2.4871336095070564,APOE,T075401
2.486053753460128,ZBTB17,T084962
2.4860161639370557,OTX1,T124183
2.48524978679097,MCTS1,T196847
2.4837700372526603,FAM113A,T099439
2.4830070244328506,ZKSCAN1,T178896
2.48028360599367,CCDC53,T020135
2.478642893192603,TRIM5,T014992
2.47841286579024,FBXL5,T140958
2.4783264102861833,EIF4G3,T089591
2.47703923053158,C1orf106,T087635
2.47569629589077,LEFTY1,T090445
2.47082977150798,SELPLG,T020723
2.47051647782727,CRIP3,T166013
2.4699720608754,ERF,T074853
2.46841911959467,ABCA1,T188099
2.4654013922948184,SLC27A3,T082900
2.4642301472397317,SLC39A7,T164687
2.45929850792418,UQCRC1,T135485
2.45782533090815,B9D2,T074617
2.4547582229126506,SCLT1,T139693
