isoform	gene
T121684	EIF2B4
T121685	SNX17
T121688	ZNF513
T121690	PPM1G
T121691	PPM1G
T121694	FTH1P3
T121696	PPM1G
T121697	PPM1G
T121699	NRBP1
T121703	KRTCAP3
T121704	KRTCAP3
T121712	IFT172
T121713	IFT172
T121714	IFT172
T121718	FNDC4
T121719	FNDC4
T121720	FNDC4
T121721	GCKR
T121727	ZNF512
T121728	ZNF512
T121731	GPN1
T121732	CCDC121
T121733	CCDC121
T121734	GPN1
T121740	SUPT7L
T121741	SUPT7L
T121742	SLC4A1AP
T121743	SUPT7L
T121744	SLC4A1AP
T121745	SLC4A1AP
T121746	SUPT7L
T121747	SLC4A1AP
T121748	SUPT7L
T121749	SUPT7L
T121751	SUPT7L
T121752	SUPT7L
T121754	SLC4A1AP
T121755	SLC4A1AP
T121756	SUPT7L
T121757	SLC4A1AP
T121758	SLC4A1AP
T121765	MRPL33
T121766	MRPL33
T121767	MRPL33
T121768	MRPL33
T121769	MRPL33
T121774	RBKS
T121777	BRE
T121778	RBKS
T121779	BRE
T121780	BRE
T121798	BRE
T121830	FOSL2
T121831	FOSL2
T121832	FOSL2
T121833	FOSL2
T121834	FOSL2
T121835	FOSL2
T121837	FOSL2
T121838	FOSL2
T121840	FOSL2
T121851	FOSL2
T121866	FAM150B
T121867	FAM150B
T121868	FAM150B
T121873	PLB1
T121881	FAM150B
T121890	PPP1CB
T121891	PPP1CB
T121892	PPP1CB
T121893	PPP1CB
T121894	PPP1CB
T121895	PPP1CB
T121896	PPP1CB
T121897	PPP1CB
T121898	PPP1CB
T121900	PPP1CB
T121913	SPDYA
T121915	TRMT61B
T121916	WDR43
T121917	WDR43
T121920	WDR43
T121921	WDR43
T121938	TOGARAM2
T121947	CLIP4
T121948	CLIP4
T121949	CLIP4
T121950	CLIP4
T121954	CLIP4
T121955	CLIP4
T121956	CLIP4
T121957	CLIP4
T121958	CLIP4
T121959	CLIP4
T121960	CLIP4
T121961	CLIP4
T121967	CLIP4
T121970	CLIP4
T122054	ALK
T122061	YPEL5
T122062	YPEL5
T122064	YPEL5
T122065	YPEL5
T122067	YPEL5
T122077	LBH
T122079	LBH
T122080	LBH
T122082	LBH
T122083	LBH
T122084	LBH
T122099	LCLAT1
T122110	LCLAT1
T122111	LCLAT1
T122115	LCLAT1
T122122	LCLAT1
T122123	LCLAT1
T122126	LCLAT1
T122130	CAPN13
T122144	GALNT14
T122149	GALNT14
T122152	EHD3
T122153	EHD3
T122154	EHD3
T122155	EHD3
T122156	EHD3
T122165	XDH
T122167	XDH
T122169	XDH
T122181	MEMO1
T122182	MEMO1
T122183	MEMO1
T122184	MEMO1
T122187	DPY30
T122190	SPAST
T122191	SPAST
T122192	SPAST
T122193	SPAST
T122197	SLC30A6
T122198	SLC30A6
T122199	SLC30A6
T122201	NLRC4
T122204	NLRC4
T122205	YIPF4
T122206	YIPF4
T122207	YIPF4
T122208	BIRC6
T122209	BIRC6
T122210	BIRC6
T122211	BIRC6
T122225	TTC27
T122226	TTC27
T122227	LTBP1
T122228	LTBP1
T122229	LTBP1
T122230	LTBP1
T122231	LTBP1
T122232	LTBP1
T122240	LTBP1
T122242	LTBP1
T122253	RASGRP3
T122261	RASGRP3
T122262	RASGRP3
T122266	RASGRP3
T122270	TSSC1
T122276	FAM98A
T122277	FAM98A
T122278	TRAPPC12
T122279	TRAPPC12
T122280	TRAPPC12
T122281	TRAPPC12
T122283	TRAPPC12
T122286	TRAPPC12
T122309	ADI1
T122310	ADI1
T122311	ADI1
T122315	RNASEH1
T122316	RNASEH1
T122317	RNASEH1
T122324	RPS7
T122325	RPS7
T122326	RPS7
T122327	RPS7
T122331	COLEC11
T122333	CRIM1
T122340	TMSB4XP2
T122354	CRIM1
T122361	CRIM1
T122362	CRIM1
T122367	CRIM1
T122368	CRIM1
T122370	FEZ2
T122371	FEZ2
T122374	FEZ2
T122383	FEZ2
T122385	FEZ2
T122387	VIT
T122405	STRN
T122406	STRN
T122407	STRN
T122408	HEATR5B
T122409	HEATR5B
T122410	HEATR5B
T122411	GPATCH11
T122412	GPATCH11
T122413	GPATCH11
T122414	GPATCH11
T122416	GPATCH11
T122418	EIF2AK2
T122419	EIF2AK2
T122420	EIF2AK2
T122421	EIF2AK2
T122423	EIF2AK2
T122424	EIF2AK2
T122431	CEBPZ
T122432	CEBPZ
T122433	CEBPZ
T122434	CEBPZ
T122435	NDUFAF7
T122436	NDUFAF7
T122441	PRKD3
T122443	PRKD3
T122444	PRKD3
T122445	PRKD3
T122447	PRKD3
T122448	PRKD3
T122455	QPCT
T122457	QPCT
T122518	CDC42EP3
T122519	CDC42EP3
T122520	CDC42EP3
T122521	CDC42EP3
T122522	CDC42EP3
T122530	CDC42EP3
T122532	CDC42EP3
T122534	CDC42EP3
T122536	CDC42EP3
T122537	CDC42EP3
T122550	RMDN2
T122551	RMDN2
T122567	CYP1B1
T122568	CYP1B1
T122569	CYP1B1
T122570	CYP1B1
T122571	CYP1B1
T122572	CYP1B1
T122573	CYP1B1
T122576	CYP1B1
T122577	CYP1B1
T122578	CYP1B1
T122584	CYP1B1-AS1
T122604	ATL2
T122605	ATL2
T122610	RPLP0P6
T122611	RPLP0P6
T122612	RPLP0P6
T122617	HNRNPLL
T122618	HNRNPLL
T122619	HNRNPLL
T122620	HNRNPLL
T122622	HNRNPLL
T122623	HNRNPLL
T122624	HNRNPLL
T122627	GALM
T122628	GALM
T122634	SRSF7
T122635	GEMIN6
T122636	GEMIN6
T122643	DHX57
T122644	MORN2
T122659	SOS1
T122669	SOS1
T122671	SOS1
T122672	SOS1
T122674	SOS1
T122684	MAP4K3
T122685	MAP4K3
T122686	MAP4K3
T122687	MAP4K3
T122705	TMEM178A
T122712	TMEM178A
T122713	TMEM178A
T122715	TMEM178A
T122730	THUMPD2
T122731	THUMPD2
T122742	SLC8A1
T122762	SLC8A1
T122766	SLC8A1
T122768	SLC8A1
T122769	SLC8A1
T122770	SLC8A1
T122775	SLC8A1
T122830	PKDCC
T122831	PKDCC
T122843	EML4
T122844	EML4
T122845	EML4
T122846	EML4
T122847	EML4
T122866	COX7A2L
T122867	COX7A2L
T122869	KCNG3
T122870	MTA3
T122871	MTA3
T122876	MTA3
T122878	MTA3
T122879	MTA3
T122880	MTA3
T122881	MTA3
T122882	MTA3
T122894	HAAO
T122966	ZFP36L2
T122969	ZFP36L2
T122994	THADA
T122995	THADA
T122996	PLEKHH2
T123001	DYNC2LI1
T123002	DYNC2LI1
T123020	LRPPRC
T123022	PPM1B
T123041	PREPL
T123050	PREPL
T123056	CAMKMT
T123057	CAMKMT
T123058	CAMKMT
T123090	SIX3
T123111	SIX2
T123113	SIX2
T123114	SIX2
T123115	SIX2
T123129	SRBD1
T123130	SRBD1
T123135	SRBD1
T123136	PRKCE
T123137	PRKCE
T123138	PRKCE
T123151	PRKCE
T123152	PRKCE
T123164	FAM110C
T123165	EPAS1
T123166	EPAS1
T123167	EPAS1
T123168	EPAS1
T123170	EPAS1
T123177	EPAS1
T123178	EPAS1
T123187	EPAS1
T123189	EPAS1
T123200	ATP6V1E2
T123201	RHOQ
T123202	RHOQ
T123203	RHOQ
T123204	ATP6V1E2
T123205	RHOQ
T123206	RHOQ
T123207	RHOQ
T123212	PIGF
T123213	PIGF
T123214	PIGF
T123216	CRIPT
T123217	FAM110C
T123223	SOCS5
T123224	SOCS5
T123243	MCFD2
T123244	TTC7A
T123245	MCFD2
T123248	TTC7A
T123249	TTC7A
T123250	MCFD2
T123251	MCFD2
T123252	MCFD2
T123255	MCFD2
T123288	CALM1
T123300	EPCAM
T123301	EPCAM
T123305	EPCAM
T123306	EPCAM
T123307	EPCAM
T123308	EPCAM
T123309	EPCAM
T123312	MSH2
T123313	MSH2
T123314	MSH2
T123320	KCNK12
T123325	MSH6
T123334	FBXO11
T123335	FBXO11
T123336	FBXO11
T123337	FBXO11
T123350	FOXN2
T123357	PPP1R21
T123358	PPP1R21
T123364	STON1
T123365	STON1
T123377	STON1
T123384	LHCGR
T123392	FSHR
T123469	NRXN1
T123512	CHAC2
T123513	CHAC2
T123515	CHAC2
T123516	CHAC2
T123517	CHAC2
T123519	ASB3
T123520	ASB3
T123521	ASB3
T123522	ERLEC1
T123523	ERLEC1
T123524	ERLEC1
T123525	ERLEC1
T123530	GPR75
T123537	PSME4
T123538	PSME4
T123539	PSME4
T123540	PSME4
T123548	ACYP2
T123549	ACYP2
T123551	ACYP2
T123562	C2orf73
T123567	SPTBN1
T123568	SPTBN1
T123569	SPTBN1
T123570	SPTBN1
T123571	SPTBN1
T123572	SPTBN1
T123594	SPTBN1
T123595	SPTBN1
T123596	SPTBN1
T123597	SPTBN1
T123598	SPTBN1
T123599	SPTBN1
T123600	SPTBN1
T123601	SPTBN1
T123602	SPTBN1
T123640	SPTBN1
T123641	SPTBN1
T123642	SPTBN1
T123643	SPTBN1
T123645	EML6
T123646	EML6
T123647	EML6
T123668	RTN4
T123669	RTN4
T123670	RTN4
T123671	RTN4
T123691	RTN4
T123696	RTN4
T123700	RTN4
T123702	RTN4
T123703	RTN4
T123704	RTN4
T123705	RTN4
T123714	CLHC1
T123715	CLHC1
T123716	CLHC1
T123717	CLHC1
T123718	CLHC1
T123719	RPS27A
T123721	RPS27A
T123723	MTIF2
T123724	MTIF2
T123725	MTIF2
T123726	MTIF2
T123731	CCDC88A
T123738	CCDC88A
T123740	CCDC88A
T123741	CCDC88A
T123742	CCDC88A
T123744	CFAP36
T123745	CFAP36
T123750	PPP4R3B
T123751	PPP4R3B
T123752	PPP4R3B
T123753	PPP4R3B
T123754	PPP4R3B
T123755	PPP4R3B
T123759	PPP4R3B
T123761	PNPT1
T123788	EFEMP1
T123795	EFEMP1
T123797	EFEMP1
T123799	EFEMP1
T123809	CCDC85A
T123811	CCDC85A
T123812	CCDC85A
T123813	CCDC85A
T123870	VRK2
T123871	VRK2
T123872	VRK2
T123873	VRK2
T123882	SOX11
T123883	SOX11
T123916	FANCL
T123992	BCL11A
T123993	BCL11A
T123994	BCL11A
T123996	BCL11A
T124001	BCL11A
T124002	BCL11A
T124003	BCL11A
T124004	BCL11A
T124006	BCL11A
T124009	BCL11A
T124017	PAPOLG
T124018	PAPOLG
T124019	PAPOLG
T124027	REL
T124029	REL
T124030	REL
T124031	REL
T124054	PUS10
T124055	PUS10
T124056	PUS10
T124057	PEX13
T124058	PUS10
T124060	PUS10
T124061	KIAA1841
T124062	KIAA1841
T124063	KIAA1841
T124065	KIAA1841
T124066	KIAA1841
T124070	AHSA2
T124071	AHSA2
T124073	USP34
T124082	USP34
T124083	USP34
T124084	USP34
T124085	USP34
T124086	USP34
T124088	USP34
T124090	USP34
T124093	XPO1
T124097	XPO1
T124100	XPO1
T124101	XPO1
T124102	XPO1
T124103	XPO1
T124104	XPO1
T124105	XPO1
T124106	XPO1
T124107	XPO1
T124114	FAM161A
T124115	FAM161A
T124116	FAM161A
T124117	FAM161A
T124118	FAM161A
T124119	CCT4
T124120	CCT4
T124122	CCT4
T124123	CCT4
T124124	CCT4
T124125	COMMD1
T124126	COMMD1
T124133	B3GNT2
T124134	B3GNT2
T124147	TMEM17
T124157	EHBP1
T124158	EHBP1
T124159	EHBP1
T124171	EHBP1
T124182	OTX1
T124183	OTX1
T124196	WDPCP
T124197	WDPCP
T124198	WDPCP
T124199	WDPCP
T124200	WDPCP
T124201	WDPCP
T124202	WDPCP
T124203	MDH1
T124205	MDH1
T124206	MDH1
T124212	WDPCP
T124215	UGP2
T124216	UGP2
T124217	UGP2
T124218	UGP2
T124221	UGP2
T124223	UGP2
T124225	UGP2
T124228	UGP2
T124239	VPS54
T124240	VPS54
T124241	VPS54
T124246	PELI1
T124257	PELI1
T124293	LGALSL
T124294	LGALSL
T124295	LGALSL
T124296	LGALSL
T124297	LGALSL
T124298	LGALSL
T124299	LGALSL
T124300	LGALSL
T124301	LGALSL
T124306	AFTPH
T124307	AFTPH
T124308	AFTPH
T124310	AFTPH
T124316	SERTAD2
T124317	SERTAD2
T124319	SERTAD2
T124323	SERTAD2
T124324	SERTAD2
T124351	SLC1A4
T124352	SLC1A4
T124353	SLC1A4
T124354	SLC1A4
T124355	SLC1A4
T124356	SLC1A4
T124357	SLC1A4
T124364	CEP68
T124365	CEP68
T124375	RAB1A
T124379	ACTR2
T124380	ACTR2
T124381	ACTR2
T124392	SPRED2
T124395	SPRED2
T124396	SPRED2
T124397	SPRED2
T124398	SPRED2
T124399	SPRED2
T124400	SPRED2
T124417	MEIS1
T124419	MEIS1
T124420	MEIS1
T124421	MEIS1
T124423	MEIS1
T124424	MEIS1
T124427	MEIS1
T124453	ETAA1
T124459	TMEM18
T124460	TMEM18
T124472	C1D
T124473	WDR92
T124475	PNO1
T124495	PPP3R1
T124496	PPP3R1
T124499	PPP3R1
T124505	CNRIP1
T124506	CNRIP1
T124507	CNRIP1
T124508	CNRIP1
T124509	CNRIP1
T124510	CNRIP1
T124511	CNRIP1
T124512	CNRIP1
T124513	CNRIP1
T124518	PLEK
T124534	PLEK
T124555	FBXO48
T124556	FBXO48
T124557	FBXO48
T124558	APLF
T124559	APLF
T124562	ARHGAP25
T124563	ARHGAP25
T124564	ARHGAP25
T124566	ARHGAP25
T124570	ARHGAP25
T124571	ARHGAP25
T124573	ARHGAP25
T124575	ARHGAP25
T124612	ANTXR1
T124614	ANTXR1
T124635	GFPT1
T124636	GFPT1
T124637	GFPT1
T124638	GFPT1
T124640	NFU1
T124642	NFU1
T124643	NFU1
T124660	AAK1
T124661	AAK1
T124665	AAK1
T124666	AAK1
T124671	AAK1
T124672	AAK1
T124678	ANXA4
T124679	ANXA4
T124680	ANXA4
T124682	ANXA4
T124696	GMCL1
T124697	GMCL1
T124698	GMCL1
T124699	CMPK2
T124700	CMPK2
T124701	RSAD2
T124702	CMPK2
T124703	CMPK2
T124705	CMPK2
T124707	SNRNP27
T124708	SNRNP27
T124716	MXD1
T124750	RSAD2
T124796	PCBP1-AS1
T124798	PCBP1-AS1
T124800	PCBP1-AS1
T124802	PCBP1-AS1
T124803	PCBP1-AS1
T124804	PCBP1-AS1
T124805	PCBP1-AS1
T124807	PCBP1-AS1
T124808	PCBP1-AS1
T124809	PCBP1
T124811	PCBP1
T124812	PCBP1
T124813	PCBP1-AS1
T124814	PCBP1-AS1
T124846	C2orf42
T124847	C2orf42
T124848	C2orf42
T124851	TIA1
T124852	TIA1
T124853	TIA1
T124854	TIA1
T124855	TIA1
T124856	TIA1
T124857	TIA1
T124858	PCYOX1
T124861	SNRPG
T124863	SNRPG
T124866	FAM136A
T124867	FAM136A
T124870	RNF144A
T124871	RNF144A
T124872	RNF144A
T124880	TGFA
T124882	TGFA
T124891	ADD2
T124892	ADD2
T124905	VAX2
T124908	ATP6V1B1
T124914	ANKRD53
T124918	TEX261
T124921	TEX261
T124922	TEX261
T124927	NAGK
T124929	NAGK
T124930	NAGK
T124931	NAGK
T124932	NAGK
T124935	MCEE
T124936	MPHOSPH10
T124937	MPHOSPH10
T124941	MPHOSPH10
T124942	MPHOSPH10
T124943	MPHOSPH10
T124944	MPHOSPH10
T124946	MPHOSPH10
T124953	PAIP2B
T124954	PAIP2B
T124955	ZNF638
T124957	ZNF638
T124959	ZNF638
T124960	ZNF638
T124964	DYSF
T124965	DYSF
T124968	DYSF
T124969	DYSF
T124973	DYSF
T125004	CYP26B1
T125009	CYP26B1
T125012	CYP26B1
T125013	CYP26B1
T125035	EXOC6B
T125036	EXOC6B
T125037	EXOC6B
T125038	EXOC6B
T125039	EXOC6B
T125041	SPR
T125043	EMX1
T125054	SFXN5
T125055	SFXN5
T125056	SFXN5
T125057	SFXN5
T125058	SFXN5
T125059	RAB11FIP5
T125060	RAB11FIP5
T125065	RAB11FIP5
T125067	RAB11FIP5
T125068	RAB11FIP5
T125070	RAB11FIP5
T125071	RAB11FIP5
T125075	SMYD5
T125076	PRADC1
T125079	CCT7
T125080	CCT7
T125081	CCT7
T125082	CCT7
T125088	FBXO41
T125092	FBXO41
T125094	FBXO41
T125097	EGR4
T125101	ALMS1
T125102	ALMS1
T125103	ALMS1
T125104	ALMS1
T125105	ALMS1
T125112	TPRKB
T125113	TPRKB
T125115	DUSP11
T125116	DUSP11
T125117	STAMBP
T125118	STAMBP
T125123	ACTG2
T125151	DGUOK
T125152	DGUOK
T125153	DGUOK
T125169	TET3
T125177	BOLA3
T125178	BOLA3
T125179	BOLA3
T125180	BOLA3-AS1
T125181	BOLA3-AS1
T125185	MOB1A
T125187	MTHFD2
T125189	MTHFD2
T125208	DCTN1
T125209	DCTN1
T125213	DCTN1
T125214	DCTN1
T125215	DCTN1
T125216	DCTN1
T125220	C2orf81
T125221	C2orf81
T125223	C2orf81
T125224	WDR54
T125225	WDR54
T125226	WDR54
T125230	RTKN
T125232	RTKN
T125233	RTKN
T125234	RTKN
T125236	RTKN
T125237	RTKN
T125239	RTKN
T125240	RTKN
T125241	INO80B
T125245	WBP1
T125246	WBP1
T125247	MOGS
T125248	MOGS
T125249	MOGS
T125251	MRPL53
T125253	CCDC142
T125254	CCDC142
T125255	CCDC142
T125256	TTC31
T125260	LBX2
T125265	LBX2
T125268	LBX2
T125273	PCGF1
T125274	PCGF1
T125275	PCGF1
T125276	PCGF1
T125279	PCGF1
T125282	TLX2
T125287	DQX1
T125288	AUP1
T125289	AUP1
T125290	AUP1
T125291	AUP1
T125292	HTRA2
T125293	AUP1
T125294	AUP1
T125295	HTRA2
T125296	HTRA2
T125297	AUP1
T125298	AUP1
T125299	HTRA2
T125300	HTRA2
T125301	HTRA2
T125302	HTRA2
T125303	HTRA2
T125304	HTRA2
T125305	HTRA2
T125308	HTRA2
T125311	HTRA2
T125314	DOK1
T125315	LOXL3
T125316	LOXL3
T125323	LOXL3
T125324	DOK1
T125325	DOK1
T125326	DOK1
T125327	LOXL3
T125329	M1AP
T125330	M1AP
T125331	M1AP
T125332	SEMA4F
T125333	SEMA4F
T125334	SEMA4F
T125335	SEMA4F
T125343	HK2
T125345	HK2
T125360	POLE4
T125366	TACR1
T125381	EVA1A
T125382	EVA1A
T125383	EVA1A
T125384	EVA1A
T125391	MRPL19
T125392	MRPL19
T125393	GCFC2
T125396	GCFC2
T125397	GCFC2
T125428	LRRTM4
T125495	CTNNA2
T125508	LRRTM1
T125594	SUCLG1
T125595	SUCLG1
T125597	DNAH6
T125598	DNAH6
T125601	TRABD2A
T125602	TRABD2A
T125604	TRABD2A
T125607	TMSB10
T125608	TMSB10
T125615	TRABD2A
T125616	TRABD2A
T125626	KCMF1
T125629	KCMF1
T125631	KCMF1
T125638	TCF7L1
T125641	TGOLN2
T125648	TGOLN2
T125649	TGOLN2
T125651	TGOLN2
T125652	TGOLN2
T125655	RETSAT
T125657	RETSAT
T125659	ELMOD3
T125664	CAPG
T125665	CAPG
T125667	CAPG
T125668	CAPG
T125669	CAPG
T125670	CAPG
T125673	CAPG
T125677	CAPG
T125678	CAPG
T125680	SH2D6
T125688	MAT2A
T125690	GGCX
T125691	GGCX
T125692	GGCX
T125693	GGCX
T125694	GGCX
T125695	VAMP8
T125696	VAMP8
T125698	VAMP5
T125702	RNF181
T125703	RNF181
T125706	TMEM150A
T125707	TMEM150A
T125708	TMEM150A
T125709	TMEM150A
T125710	TMEM150A
T125711	TMEM150A
T125712	USP39
T125714	C2orf68
T125715	C2orf68
T125716	USP39
T125717	USP39
T125718	USP39
T125719	USP39
T125720	USP39
T125721	USP39
T125722	USP39
T125723	USP39
T125802	GNLY
T125827	ATOH8
T125828	ATOH8
T125829	ATOH8
T125830	ATOH8
T125831	ATOH8
T125832	ATOH8
T125833	ATOH8
T125834	ATOH8
T125835	ATOH8
T125836	ATOH8
T125837	ATOH8
T125838	ATOH8
T125851	ST3GAL5
T125852	ST3GAL5
T125853	ST3GAL5
T125869	POLR1A
T125870	POLR1A
T125871	PTCD3
T125872	PTCD3
T125874	PTCD3
T125875	SNORD94
T125881	IMMT
T125883	IMMT
T125884	IMMT
T125885	MRPL35
T125899	REEP1
T125901	KDM3A
T125902	KDM3A
T125917	CHMP3
T125918	CHMP3
T125919	CHMP3
T125920	CHMP3
T125921	CHMP3
T125928	RNF103
T125929	RNF103
T125930	RNF103
T125936	RMND5A
T125955	CD8A
T125995	CYTOR
T125996	CYTOR
T126001	CYTOR
T126009	MT-ATP8
T126010	MT-ATP8
T126011	MT-ATP8
T126013	ID2
T126014	ID2
T126018	ID2
T126021	KRCC1
T126022	KRCC1
T126023	KRCC1
T126024	KRCC1
T126025	SMYD1
T126032	FABP1
T126034	THNSL2
T126039	FOXI3
T126047	KIDINS220
T126054	EIF2AK3
T126055	EIF2AK3
T126056	EIF2AK3
T126057	EIF2AK3
T126058	EIF2AK3
T126065	RPIA
T126067	RPIA
T126068	RPIA
T126069	RPIA
T126070	RPIA
T126074	ANKRD36BP2
T126146	IGKV3-20
T126154	KIDINS220
T126155	KIDINS220
T126167	MBOAT2
T126188	ASAP2
T126189	ASAP2
T126190	ASAP2
T126191	ASAP2
T126194	ASAP2
T126208	SNTG2
T126227	ITGB1BP1
T126228	ITGB1BP1
T126229	ITGB1BP1
T126230	ITGB1BP1
T126231	ITGB1BP1
T126232	CPSF3
T126233	CPSF3
T126238	MAL
T126240	MAL
T126260	MRPS5
T126261	MRPS5
T126262	MRPS5
T126263	MRPS5
T126264	MRPS5
T126265	MRPS5
T126266	MRPS5
T126267	ZNF514
T126268	ZNF514
T126269	ZNF2
T126270	ZNF2
T126277	PROM2
T126278	KCNIP3
T126285	KCNIP3
T126286	KCNIP3
T126288	KCNIP3
T126290	FAHD2A
T126291	IAH1
T126292	IAH1
T126293	IAH1
T126295	IAH1
T126313	ADRA2B
T126319	DUSP2
T126333	STARD7
T126334	STARD7
T126335	STARD7
T126336	STARD7
T126338	STARD7
T126340	STARD7
T126341	STARD7
T126342	STARD7
T126348	TMEM127
T126350	TMEM127
T126356	TMEM127
T126357	CIAO1
T126358	CIAO1
T126359	CIAO1
T126360	SNRNP200
T126367	SNRNP200
T126370	ADAM17
T126371	ADAM17
T126372	ADAM17
T126373	ADAM17
T126374	ADAM17
T126379	SNRNP200
T126380	SNRNP200
T126383	ITPRIPL1
T126387	NCAPH
T126388	NCAPH
T126403	NEURL3
T126407	ARID5A
T126408	ARID5A
T126410	ARID5A
T126411	ARID5A
T126414	ARID5A
T126427	KANSL3
T126428	KANSL3
T126429	KANSL3
T126430	KANSL3
T126431	KANSL3
T126432	KANSL3
T126433	FER1L5
T126435	LMAN2L
T126436	CNNM4
T126437	CNNM4
T126438	CNNM4
T126443	CNNM4
T126451	CNNM3
T126453	CNNM3
T126454	CNNM3
T126458	ANKRD23
T126459	ANKRD23
T126460	ANKRD39
T126462	SEMA4C
T126463	SEMA4C
T126464	SEMA4C
T126467	SEMA4C
T126478	FAM178B
T126511	YWHAQ
T126512	YWHAQ
T126513	YWHAQ
T126515	YWHAQ
T126516	YWHAQ
T126517	YWHAQ
T126518	YWHAQ
T126523	ANKRD36
T126524	ANKRD36
T126527	ANKRD36
T126529	ANKRD36B
T126530	ANKRD36B
T126531	ANKRD36B
T126534	COX5B
T126540	ACTR1B
T126543	RNU4-8P
T126550	ZAP70
T126573	TMEM131
T126574	TMEM131
T126575	TMEM131
T126576	TMEM131
T126577	TMEM131
T126580	VWA3B
T126581	VWA3B
T126595	INPP4A
T126604	COA5
T126605	UNC50
T126620	MGAT4A
T126630	KIAA1211L
T126633	KIAA1211L
T126635	KIAA1211L
T126639	KIAA1211L
T126640	KIAA1211L
T126641	KIAA1211L
T126643	TSGA10
T126644	TSGA10
T126646	TSGA10
T126647	TSGA10
T126648	TSGA10
T126649	C2orf15
T126650	MRPL30
T126651	TSGA10
T126652	TSGA10
T126653	MRPL30
T126654	LIPT1
T126656	MITD1
T126657	MITD1
T126658	MRPL30
T126659	MRPL30
T126660	MRPL30
T126663	TAF1B
T126664	TAF1B
T126671	TXNDC9
T126672	EIF5B
T126673	EIF5B
T126685	EIF5B
T126692	NIT2
T126693	NIT2
T126695	TOMM70
T126696	TOMM70
T126697	TOMM70
T126698	TOMM70
T126699	LNP1
T126700	LNP1
T126707	TMEM45A
T126708	TMEM45A
T126709	TMEM45A
T126712	TMEM45A
T126718	EMC3
T126720	EMC3
T126729	TFG
T126730	TFG
T126731	TFG
T126732	TFG
T126733	TFG
T126734	TFG
T126735	TFG
T126748	EMC3
T126749	EMC3
T126765	ABI3BP
T126783	CIDECP
T126784	CIDECP
T126785	FANCD2
T126786	FANCD2
T126787	ABI3BP
T126789	ABI3BP
T126791	FANCD2
T126804	SENP7
T126805	SENP7
T126806	SENP7
T126810	TRMT10C
T126811	TRMT10C
T126812	PCNP
T126813	PCNP
T126815	PCNP
T126820	ZBTB11
T126821	ZBTB11
T126822	ZBTB11
T126823	ZBTB11
T126825	RPL24
T126828	CEP97
T126829	CEP97
T126833	NXPE3
T126834	NXPE3
T126835	NXPE3
T126836	NXPE3
T126845	NFKBIZ
T126847	NFKBIZ
T126858	NFKBIZ
T126872	NFKBIZ
T126873	BRK1
T126876	NFKBIZ
T126877	NFKBIZ
T126928	VHL
T126938	IRAK2
T126940	IRAK2
T126974	TATDN2
T126975	TATDN2
T126976	TATDN2
T126983	GHRL
T126984	SEC13
T126985	SEC13
T126986	SEC13
T127014	ALCAM
T127016	ALCAM
T127017	ALCAM
T127019	ALCAM
T127020	ALCAM
T127048	CBLB
T127050	ATP2B2
T127057	CBLB
T127058	CBLB
T127059	CBLB
T127060	CBLB
T127061	CBLB
T127062	CBLB
T127064	CBLB
T127092	MTND5P16
T127125	BBX
T127126	BBX
T127127	BBX
T127128	BBX
T127129	BBX
T127130	BBX
T127131	BBX
T127132	BBX
T127165	CD47
T127170	CD47
T127171	CD47
T127172	CD47
T127182	IFT57
T127186	IFT57
T127187	IFT57
T127202	KIAA1524
T127203	DZIP3
T127204	KIAA1524
T127205	DZIP3
T127206	DZIP3
T127207	DZIP3
T127208	KIAA1524
T127209	DZIP3
T127210	DZIP3
T127212	DZIP3
T127218	TRAT1
T127220	SLC6A11
T127247	DPPA4
T127269	SLC6A1
T127282	PVRL3-AS1
T127283	NECTIN3
T127285	NECTIN3
T127286	NECTIN3
T127287	NECTIN3
T127289	NECTIN3
T127306	CD96
T127312	ZBED2
T127322	PLCXD2
T127323	PLCXD2
T127325	PLCXD2
T127326	PHLDB2
T127331	PHLDB2
T127332	PHLDB2
T127333	PHLDB2
T127334	PHLDB2
T127335	PHLDB2
T127337	PHLDB2
T127338	PHLDB2
T127345	PHLDB2
T127351	ABHD10
T127352	ABHD10
T127360	TAGLN3
T127362	TAGLN3
T127364	HRH1
T127366	C3orf52
T127367	C3orf52
T127369	C3orf52
T127373	GCSAM
T127375	HRH1
T127376	HRH1
T127377	SLC9C1
T127386	CD200
T127404	BTLA
T127412	ATG3
T127413	ATG3
T127415	SLC35A5
T127416	SLC35A5
T127417	SLC35A5
T127418	ATG3
T127431	CCDC80
T127453	CCDC80
T127454	CCDC80
T127455	CCDC80
T127456	CCDC80
T127457	CCDC80
T127459	CCDC80
T127466	CCDC80
T127470	CCDC80
T127477	CCDC80
T127482	CCDC80
T127483	CCDC80
T127484	CCDC80
T127493	HRH1
T127494	HRH1
T127500	CD200R1
T127501	GTPBP8
T127502	GTPBP8
T127503	GTPBP8
T127504	NEPRO
T127505	NEPRO
T127507	NEPRO
T127508	NEPRO
T127509	NEPRO
T127510	NEPRO
T127517	BOC
T127518	BOC
T127519	BOC
T127520	BOC
T127521	BOC
T127537	ATG7
T127538	ATG7
T127550	CFAP44
T127554	SPICE1
T127555	SPICE1
T127557	SIDT1
T127558	SIDT1
T127559	SIDT1
T127561	SIDT1
T127575	SIDT1
T127577	USF3
T127581	NAA50
T127584	NAA50
T127585	NAA50
T127586	NAA50
