isoform	gene
T114908	SP3
T114909	SP3
T114938	OLA1
T114939	OLA1
T114942	SP9
T114945	CIR1
T114948	CIR1
T114949	SCRN3
T114950	SCRN3
T114951	SCRN3
T114953	GPR155
T114966	WIPF1
T114968	WIPF1
T114982	WIPF1
T114983	WIPF1
T114987	WIPF1
T114989	H3F3AP4
T114994	CHRNA1
T115008	CHN1
T115017	CHN1
T115019	CHN1
T115023	CHN1
T115024	CHN1
T115026	CHN1
T115027	CHN1
T115031	MIR933
T115032	ATF2
T115033	ATF2
T115035	ATF2
T115038	ATP5G3
T115040	ATP5G3
T115049	LNPK
T115050	LNPK
T115054	LNPK
T115065	HOXD11
T115072	HOXD11
T115078	HOXD10
T115081	HOXD10
T115086	HOXD9
T115087	HOXD9
T115094	HOXD8
T115095	HOXD8
T115096	HOXD8
T115099	RAD51AP2
T115101	HOXD3
T115102	HOXD3
T115103	HOXD3
T115104	HOXD3
T115105	HOXD3
T115106	HOXD3
T115113	HOXD4
T115114	HOXD4
T115129	HOXD1
T115134	MTX2
T115135	MTX2
T115139	VSNL1
T115141	VSNL1
T115173	HNRNPA3
T115185	MIR3128
T115186	NFE2L2
T115187	NFE2L2
T115188	NFE2L2
T115192	NFE2L2
T115193	NFE2L2
T115197	NFE2L2
T115198	NFE2L2
T115199	NFE2L2
T115201	NFE2L2
T115206	NFE2L2
T115207	NFE2L2
T115216	NFE2L2
T115217	AGPS
T115245	TTC30B
T115252	TTC30A
T115264	PDE11A
T115265	RBM45
T115266	RBM45
T115267	RBM45
T115268	RBM45
T115269	RBM45
T115271	OSBPL6
T115273	OSBPL6
T115279	PRKRA
T115280	PRKRA
T115281	PRKRA
T115283	PRKRA
T115284	DFNB59
T115286	FKBP7
T115287	FKBP7
T115289	PLEKHA3
T115290	PLEKHA3
T115292	SMC6
T115293	SMC6
T115294	SMC6
T115295	GEN1
T115296	GEN1
T115297	GEN1
T115298	GEN1
T115952	TTN
T115966	CCDC141
T115967	CCDC141
T115973	SESTD1
T115974	SESTD1
T115975	SESTD1
T115976	SESTD1
T115977	SESTD1
T115979	SESTD1
T115992	ZNF385B
T116002	KCNS3
T116003	KCNS3
T116011	ZNF385B
T116015	ZNF385B
T116018	CWC22
T116019	CWC22
T116024	FTH1P20
T116026	UBE2E3
T116027	UBE2E3
T116028	UBE2E3
T116029	UBE2E3
T116030	UBE2E3
T116031	UBE2E3
T116032	UBE2E3
T116034	UBE2E3
T116037	UBE2E3
T116057	ITGA4
T116058	ITGA4
T116059	ITGA4
T116060	ITGA4
T116063	ITGA4
T116064	ITGA4
T116081	CERKL
T116089	NEUROD1
T116103	SSFA2
T116104	SSFA2
T116105	SSFA2
T116106	SSFA2
T116107	SSFA2
T116108	SSFA2
T116109	SSFA2
T116110	SSFA2
T116112	SSFA2
T116114	SSFA2
T116115	SSFA2
T116116	SSFA2
T116117	SSFA2
T116118	SSFA2
T116124	SSFA2
T116130	PPP1R1C
T116131	PPP1R1C
T116147	PDE1A
T116148	PDE1A
T116154	PDE1A
T116163	DNAJC10
T116164	DNAJC10
T116165	DNAJC10
T116166	DNAJC10
T116170	FRZB
T116183	NCKAP1
T116184	NCKAP1
T116185	NCKAP1
T116186	NCKAP1
T116188	DUSP19
T116189	DUSP19
T116193	NUP35
T116194	NUP35
T116210	ZNF804A
T116211	ZNF804A
T116212	ZNF804A
T116244	ZC3H15
T116245	ZC3H15
T116246	ZC3H15
T116257	RDH14
T116258	RDH14
T116259	RDH14
T116260	RDH14
T116261	RDH14
T116264	ITGAV
T116265	ITGAV
T116268	ITGAV
T116269	ITGAV
T116270	ITGAV
T116271	ITGAV
T116287	ITGAV
T116288	ITGAV
T116291	FAM171B
T116299	FAM171B
T116301	FAM171B
T116317	CALCRL
T116320	TFPI
T116321	TFPI
T116322	TFPI
T116323	TFPI
T116324	TFPI
T116325	TFPI
T116326	TFPI
T116327	TFPI
T116328	TFPI
T116329	TFPI
T116333	TFPI
T116342	TFPI
T116353	ST13P2
T116361	GULP1
T116362	GULP1
T116363	GULP1
T116364	GULP1
T116365	GULP1
T116370	GULP1
T116371	GULP1
T116373	GULP1
T116376	GULP1
T116377	GULP1
T116380	GULP1
T116385	DIRC1
T116388	COL3A1
T116422	COL3A1
T116457	COL5A2
T116459	COL5A2
T116476	COL5A2
T116489	WDR75
T116490	WDR75
T116493	SLC40A1
T116502	ASNSD1
T116504	ANKAR
T116505	ANKAR
T116506	ANKAR
T116508	OSGEPL1
T116509	ORMDL1
T116510	ORMDL1
T116511	ORMDL1
T116512	PMS1
T116513	ORMDL1
T116523	MSTN
T116526	C2orf88
T116527	C2orf88
T116528	C2orf88
T116529	C2orf88
T116531	C2orf88
T116536	HIBCH
T116537	HIBCH
T116538	HIBCH
T116539	HIBCH
T116542	INPP1
T116543	INPP1
T116544	INPP1
T116545	INPP1
T116546	INPP1
T116547	INPP1
T116553	INPP1
T116554	INPP1
T116561	MFSD6
T116562	MFSD6
T116563	MFSD6
T116564	MFSD6
T116565	MFSD6
T116566	MFSD6
T116567	MFSD6
T116568	MFSD6
T116571	MFSD6
T116573	MFSD6
T116577	MFSD6
T116582	NEMP2
T116583	NEMP2
T116584	NEMP2
T116585	NEMP2
T116586	NEMP2
T116595	NAB1
T116596	NAB1
T116597	NAB1
T116610	GLS
T116611	GLS
T116634	STAT1
T116640	STAT1
T116645	STAT4
T116657	STAT4
T116658	STAT4
T116664	MYO1B
T116669	MYO1B
T116679	MYO1B
T116680	MYO1B
T116681	MYO1B
T116697	NABP1
T116699	NABP1
T116700	NABP1
T116703	NABP1
T116722	SDPR
T116723	SDPR
T116748	TMEFF2
T116749	TMEFF2
T116771	OSR1
T116772	OSR1
T116774	OSR1
T116787	SLC39A10
T116788	SLC39A10
T116789	SLC39A10
T116790	SLC39A10
T116792	SLC39A10
T116793	SLC39A10
T116798	SLC39A10
T116799	SLC39A10
T116804	SLC39A10
T116805	SLC39A10
T116809	DNAH7
T116819	STK17B
T116858	HECW2
T116859	HECW2
T116864	HECW2
T116878	HECW2
T116883	HECW2
T116884	HECW2
T116889	CCDC150
T116890	CCDC150
T116893	GTF3C3
T116894	GTF3C3
T116895	GTF3C3
T116896	GTF3C3
T116903	PGAP1
T116904	PGAP1
T116908	PGAP1
T116921	ATP5G2P3
T116925	ANKRD44
T116933	SF3B1
T116936	SF3B1
T116942	COQ10B
T116943	COQ10B
T116944	COQ10B
T116946	COQ10B
T116950	HSPD1
T116951	HSPD1
T116952	HSPD1
T116955	HSPE1
T116961	MOB4
T116967	RFTN2
T116968	RFTN2
T116975	MARS2
T116984	PLCL1
T116987	PLCL1
T116988	PLCL1
T117029	SATB2
T117035	SATB2
T117036	SATB2
T117071	C2orf69
T117072	C2orf69
T117073	C2orf69
T117074	C2orf69
T117075	C2orf69
T117078	TYW5
T117079	MAIP1
T117080	MAIP1
T117081	MAIP1
T117082	MAIP1
T117084	TTC32
T117085	TTC32
T117086	TTC32
T117087	TTC32
T117088	TTC32
T117094	SPATS2L
T117095	SPATS2L
T117096	SPATS2L
T117098	SPATS2L
T117099	SPATS2L
T117100	SPATS2L
T117101	SPATS2L
T117102	SPATS2L
T117104	SPATS2L
T117105	SPATS2L
T117110	SPATS2L
T117112	SPATS2L
T117125	KCTD18
T117126	KCTD18
T117127	SGO2
T117128	SGO2
T117130	AOX1
T117132	AOX1
T117133	AOX1
T117134	AOX1
T117135	AOX1
T117159	BZW1
T117160	BZW1
T117161	BZW1
T117162	BZW1
T117163	BZW1
T117165	BZW1
T117166	BZW1
T117167	BZW1
T117168	BZW1
T117171	CLK1
T117175	CLK1
T117181	CLK1
T117182	CLK1
T117184	PPIL3
T117185	PPIL3
T117186	PPIL3
T117187	PPIL3
T117188	PPIL3
T117189	PPIL3
T117190	NIF3L1
T117191	NIF3L1
T117192	NIF3L1
T117193	NIF3L1
T117200	ORC2
T117201	ORC2
T117202	WDR35
T117203	FAM126B
T117204	NDUFB3
T117205	NDUFB3
T117206	NDUFB3
T117207	NDUFB3
T117208	NDUFB3
T117210	CFLAR
T117213	CFLAR
T117214	CFLAR
T117215	CFLAR
T117216	CFLAR
T117225	CFLAR
T117227	CFLAR
T117228	CFLAR
T117229	CFLAR
T117230	CFLAR
T117235	CFLAR
T117243	CFLAR
T117247	CFLAR
T117248	CFLAR
T117254	CFLAR
T117255	CFLAR
T117262	CFLAR
T117263	CFLAR
T117264	CFLAR
T117267	CFLAR
T117281	CASP10
T117282	CASP10
T117283	CASP10
T117288	CASP8
T117289	CASP8
T117293	CASP8
T117294	CASP8
T117295	CASP8
T117299	MATN3
T117301	CASP8
T117303	CASP8
T117304	MATN3
T117314	TRAK2
T117320	TRAK2
T117322	TRAK2
T117323	TRAK2
T117324	STRADB
T117334	ALS2CR11
T117335	TMEM237
T117337	TMEM237
T117338	TMEM237
T117339	TMEM237
T117341	TMEM237
T117342	TMEM237
T117343	TMEM237
T117344	TMEM237
T117348	LAPTM4A
T117351	LAPTM4A
T117352	LAPTM4A
T117356	MPP4
T117357	MPP4
T117358	MPP4
T117359	MPP4
T117360	MPP4
T117363	MPP4
T117370	ALS2
T117371	ALS2
T117372	ALS2
T117373	ALS2
T117378	CDK15
T117389	FZD7
T117390	FZD7
T117391	FZD7
T117402	SUMO1
T117403	SUMO1
T117405	NOP58
T117412	NOP58
T117416	BMPR2
T117418	BMPR2
T117419	BMPR2
T117420	BMPR2
T117421	BMPR2
T117422	BMPR2
T117423	BMPR2
T117424	BMPR2
T117425	BMPR2
T117428	FAM117B
T117429	FAM117B
T117433	FAM117B
T117434	KRT8P15
T117442	ICA1L
T117443	ICA1L
T117444	ICA1L
T117445	ICA1L
T117446	ICA1L
T117447	WDR12
T117448	WDR12
T117449	WDR12
T117450	WDR12
T117451	CARF
T117461	NBEAL1
T117462	NBEAL1
T117463	NBEAL1
T117464	NBEAL1
T117465	NBEAL1
T117492	CYP20A1
T117493	CYP20A1
T117498	ABI2
T117500	ABI2
T117504	ABI2
T117506	SDC1
T117514	SDC1
T117515	SDC1
T117516	SDC1
T117520	ABI2
T117530	RAPH1
T117532	RAPH1
T117533	RAPH1
T117534	RAPH1
T117535	RAPH1
T117536	RAPH1
T117537	RAPH1
T117538	RAPH1
T117544	CD28
T117560	CTLA4
T117568	ICOS
T117583	PARD3B
T117585	PARD3B
T117586	PARD3B
T117587	PUM2
T117588	PUM2
T117589	PUM2
T117590	PUM2
T117592	PUM2
T117600	RHOB
T117602	RHOB
T117603	RHOB
T117609	RHOB
T117613	NRP2
T117617	NRP2
T117618	NRP2
T117619	NRP2
T117620	NRP2
T117621	NRP2
T117657	INO80D
T117658	INO80D
T117659	INO80D
T117660	INO80D
T117664	NDUFS1
T117665	NDUFS1
T117666	NDUFS1
T117667	NDUFS1
T117668	NDUFS1
T117669	EEF1B2
T117670	EEF1B2
T117673	GPR1
T117678	ZDBF2
T117680	ADAM23
T117681	ADAM23
T117684	ADAM23
T117689	ADAM23
T117692	MDH1B
T117694	FASTKD2
T117695	FASTKD2
T117728	KLF7
T117729	KLF7
T117730	KLF7
T117731	KLF7
T117732	KLF7
T117733	KLF7
T117737	KLF7
T117738	KLF7
T117775	CREB1
T117776	CREB1
T117778	CREB1
T117780	CREB1
T117781	CREB1
T117782	CREB1
T117786	CREB1
T117793	METTL21A
T117795	METTL21A
T117796	METTL21A
T117797	METTL21A
T117798	HS1BP3
T117805	CCNYL1
T117806	CCNYL1
T117808	CCNYL1
T117812	FZD5
T117814	FZD5
T117815	FZD5
T117817	FZD5
T117818	FZD5
T117820	GDF7
T117825	PLEKHM3
T117850	IDH1
T117851	IDH1
T117853	IDH1
T117854	IDH1
T117855	IDH1
T117857	PIKFYVE
T117858	PIKFYVE
T117859	PIKFYVE
T117860	PIKFYVE
T117872	PTH2R
T117887	LDAH
T117888	LDAH
T117890	MAP2
T117892	MAP2
T117893	MAP2
T117957	UNC80
T117964	RPE
T117965	RPE
T117968	KANSL1L
T117969	KANSL1L
T117970	KANSL1L
T117975	ACADL
T117976	ACADL
T117977	ACADL
T117994	MYL1
T118001	LANCL1
T118002	LANCL1
T118003	LANCL1
T118004	CPS1
T118005	CPS1
T118006	CPS1
T118007	CPS1
T118048	ERBB4
T118185	APOB
T118201	ERBB4
T118202	ERBB4
T118205	ERBB4
T118232	IKZF2
T118233	IKZF2
T118234	IKZF2
T118235	IKZF2
T118236	IKZF2
T118237	IKZF2
T118238	IKZF2
T118239	IKZF2
T118241	IKZF2
T118242	IKZF2
T118243	IKZF2
T118249	SPAG16
T118261	ENSAP3
T118266	BARD1
T118267	BARD1
T118268	BARD1
T118271	ABCA12
T118272	ABCA12
T118277	ATIC
T118278	ATIC
T118302	FN1
T118304	FN1
T118314	FN1
T118318	FN1
T118352	FN1
T118388	FN1
T118396	FN1
T118397	FN1
T118554	FN1
T118556	FN1
T118591	MREG
T118594	PECR
T118595	PECR
T118596	TMEM169
T118597	TMEM169
T118598	PECR
T118600	XRCC5
T118601	XRCC5
T118602	XRCC5
T118604	XRCC5
T118605	XRCC5
T118622	MARCH4
T118623	MARCH4
T118624	MARCH4
T118625	MARCH4
T118626	MARCH4
T118627	MARCH4
T118629	SMARCAL1
T118630	SMARCAL1
T118631	SMARCAL1
T118633	RPL37A
T118635	RPL37A
T118636	RPL37A
T118638	RPL37A
T118641	PSMB3P2
T118642	PSMB3P2
T118645	IGFBP2
T118666	IGFBP5
T118675	IGFBP5
T118686	IGFBP5
T118689	IGFBP5
T118694	IGFBP5
T118695	IGFBP5
T118726	IGFBP5
T118731	IGFBP5
T118732	IGFBP5
T118733	IGFBP5
T118736	IGFBP5
T118769	DIRC3
T118784	TNS1
T118789	TNS1
T118791	TNS1
T118796	TNS1
T118797	TNS1
T118798	TNS1
T118799	TNS1
T118807	TNS1
T118819	TNS1
T118820	TNS1
T118821	TNS1
T118825	TNS1
T118833	TNS1
T118834	TNS1
T118847	CXCR2P1
T118855	CXCR2
T118861	CXCR1
T118864	HMGB1P9
T118866	ARPC2
T118867	ARPC2
T118872	ARPC2
T118873	ARPC2
T118875	ARPC2
T118876	ARPC2
T118878	ARPC2
T118880	GPBAR1
T118883	AAMP
T118884	AAMP
T118885	AAMP
T118886	PNKD
T118889	TMBIM1
T118890	TMBIM1
T118891	TMBIM1
T118892	TMBIM1
T118894	TMBIM1
T118899	TMBIM1
T118900	TMBIM1
T118901	TMBIM1
T118902	PNKD
T118903	PNKD
T118904	PNKD
T118905	PNKD
T118906	PNKD
T118907	PNKD
T118912	CATIP
T118933	SLC11A1
T118945	CTDSP1
T118947	CTDSP1
T118948	CTDSP1
T118950	CTDSP1
T118951	CTDSP1
T118952	CTDSP1
T118953	CTDSP1
T118954	CTDSP1
T118955	CTDSP1
T118959	VIL1
T118963	USP37
T118964	USP37
T118965	CNOT9
T118966	CNOT9
T118967	CNOT9
T118969	CNOT9
T118980	PLCD4
T118981	PLCD4
T118982	PLCD4
T118983	PLCD4
T118984	PLCD4
T118985	ZNF142
T118986	ZNF142
T118987	ZNF142
T118988	BCS1L
T118989	BCS1L
T118990	RNF25
T118991	STK36
T118992	STK36
T118993	STK36
T118998	TTLL4
T118999	TTLL4
T119000	TTLL4
T119001	TTLL4
T119013	TTLL4
T119017	TTLL4
T119025	CYP27A1
T119028	CYP27A1
T119039	WNT6
T119040	WNT6
T119045	WNT10A
T119049	WNT10A
T119052	CDK5R2
T119080	CFAP65
T119081	IHH
T119082	IHH
T119089	NHEJ1
T119090	NHEJ1
T119091	NHEJ1
T119094	CNPPD1
T119095	CNPPD1
T119097	CNPPD1
T119098	CNPPD1
T119099	CNPPD1
T119100	FAM134A
T119101	FAM134A
T119102	FAM134A
T119106	ZFAND2B
T119107	ZFAND2B
T119110	ABCB6
T119111	ABCB6
T119112	ABCB6
T119113	ABCB6
T119114	ATG9A
T119115	ATG9A
T119116	ATG9A
T119117	ANKZF1
T119118	ANKZF1
T119122	GLB1L
T119123	GLB1L
T119125	GLB1L
T119126	STK16
T119127	GLB1L
T119128	TUBA4A
T119129	TUBA4A
T119132	TUBA4A
T119133	TUBA4A
T119136	TUBA4A
T119138	TUBA4A
T119148	DNAJB2
T119149	DNAJB2
T119150	DNAJB2
T119152	DNAJB2
T119156	DNAJB2
T119158	DNAJB2
T119161	PTPRN
T119168	DNPEP
T119169	DNPEP
T119170	DNPEP
T119171	DNPEP
T119172	DNPEP
T119174	DES
T119175	DES
T119224	SPEG
T119225	SPEG
T119226	SPEG
T119228	SPEG
T119238	SPEG
T119239	SPEG
T119240	SPEG
T119242	SPEG
T119244	SPEG
T119245	SPEG
T119249	GMPPA
T119251	ASIC4
T119252	ASIC4
T119259	CHPF
T119261	CHPF
T119263	CHPF
T119264	CHPF
T119265	TMEM198
T119266	OBSL1
T119267	OBSL1
T119268	OBSL1
T119272	OBSL1
T119274	OBSL1
T119275	OBSL1
T119276	OBSL1
T119280	INHA
T119282	STK11IP
T119283	STK11IP
T119295	SLC4A3
T119296	SLC4A3
T119297	SLC4A3
T119298	SLC4A3
T119299	SLC4A3
T119340	EPHA4
T119353	EPHA4
T119354	EPHA4
T119369	PAX3
T119387	SGPP2
T119388	SGPP2
T119390	SGPP2
T119395	SGPP2
T119396	SGPP2
T119398	SGPP2
T119410	FARSB
T119412	MOGAT1
T119414	MOGAT1
T119422	ACSL3
T119423	ACSL3
T119424	ACSL3
T119425	ACSL3
T119427	ACSL3
T119429	ACSL3
T119431	KCNE4
T119452	SCG2
T119466	AP1S3
T119468	AP1S3
T119473	AP1S3
T119481	WDFY1
T119483	WDFY1
T119486	MRPL44
T119487	MRPL44
T119491	SERPINE2
T119494	SERPINE2
T119495	SERPINE2
T119497	SERPINE2
T119504	SERPINE2
T119506	SERPINE2
T119533	SERPINE2
T119534	SERPINE2
T119540	SERPINE2
T119541	SERPINE2
T119544	FAM124B
T119545	FAM124B
T119553	CUL3
T119555	CUL3
T119558	CUL3
T119560	CUL3
T119562	CUL3
T119563	CUL3
T119564	CUL3
T119565	CUL3
T119566	CUL3
T119586	DOCK10
T119588	DOCK10
T119590	DOCK10
T119593	DOCK10
T119594	DOCK10
T119603	DOCK10
T119604	DOCK10
T119607	DOCK10
T119608	DOCK10
T119609	DOCK10
T119657	IRS1
T119658	IRS1
T119659	IRS1
T119679	IRS1
T119681	IRS1
T119682	IRS1
T119683	IRS1
T119684	IRS1
T119685	IRS1
T119686	IRS1
T119692	RHBDD1
T119708	COL4A4
T119709	COL4A4
T119712	COL4A3
T119714	COL4A4
T119715	COL4A3
T119716	COL4A3
T119717	COL4A3
T119721	MFF
T119722	MFF
T119723	MFF
T119724	MFF
T119725	MFF
T119744	AGFG1
T119745	AGFG1
T119746	AGFG1
T119747	AGFG1
T119748	AGFG1
T119749	AGFG1
T119750	AGFG1
T119763	SLC19A3
T119766	CCL20
T119782	DAW1
T119784	DAW1
T119791	SPHKAP
T119823	PID1
T119877	DNER
T119880	DNER
T119888	TRIP12
T119889	TRIP12
T119890	TRIP12
T119891	TRIP12
T119892	TRIP12
T119893	TRIP12
T119894	TRIP12
T119895	TRIP12
T119896	FBXO36
T119897	FBXO36
T119899	TRIP12
T119906	SLC16A14
T119907	SLC16A14
T119908	SLC16A14
T119909	SLC16A14
T119914	SP110
T119916	SP110
T119917	SP110
T119918	SP110
T119919	SP110
T119920	SP140
T119925	SP140L
T119926	SP140L
T119927	SP100
T119928	SP100
T119944	CAB39
T119945	CAB39
T119951	CAB39
T119952	ITM2C
T119953	ITM2C
T119958	ITM2C
T119959	ITM2C
T119960	ITM2C
T119962	ITM2C
T119963	ITM2C
T119964	ITM2C
T119966	GPR55
T119985	C2orf72
T119987	C2orf72
T119988	C2orf72
T119992	PSMD1
T119999	HTR2B
T120005	PSMD1
T120021	ARMC9
T120022	ARMC9
T120031	ARMC9
T120042	B3GNT7
T120043	B3GNT7
T120044	B3GNT7
T120045	B3GNT7
T120047	B3GNT7
T120052	NCL
T120053	NCL
T120054	SNORA75
T120055	SNORA75
T120056	SNORD20
T120057	NCL
T120060	SNORD82
T120075	NCL
T120082	NCL
T120088	NCL
T120089	LINC00471
T120093	NMUR1
T120118	PTMA
T120119	PTMA
T120121	PTMA
T120122	PTMA
T120125	PTMA
T120126	PTMA
T120127	PTMA
T120128	PTMA
T120130	PTMA
T120131	PTMA
T120134	PDE6D
T120135	PDE6D
T120136	PDE6D
T120137	COPS7B
T120138	COPS7B
T120139	COPS7B
T120141	COPS7B
T120143	NPPC
T120145	DIS3L2
T120146	DIS3L2
T120187	ALPPL2
T120207	ECEL1
T120229	TIGD1
T120230	TIGD1
T120231	TIGD1
T120232	EIF4E2
T120234	EIF4E2
T120237	EFHD1
T120241	EFHD1
T120242	EFHD1
T120243	MYT1L
T120249	EFHD1
T120254	GIGYF2
T120255	GIGYF2
T120257	KCNJ13
T120268	C2orf82
T120271	NGEF
T120273	NGEF
T120277	INPP5D
T120278	INPP5D
T120292	INPP5D
T120294	ATG16L1
T120295	ATG16L1
T120296	ATG16L1
T120297	SCARNA5
T120306	DGKD
T120315	DGKD
T120316	DGKD
T120317	DGKD
T120318	DGKD
T120319	DGKD
T120320	DGKD
T120321	DGKD
T120328	USP40
T120333	USP40
T120352	UGT1A6
T120383	HJURP
T120384	HJURP
T120385	HJURP
T120387	MSL3P1
T120388	MSL3P1
T120487	ARL4C
T120493	SH3BP4
T120494	SH3BP4
T120496	SH3BP4
T120501	SH3BP4
T120511	SH3BP4
T120512	SH3BP4
T120515	KLHL29
T120516	KLHL29
T120519	AGAP1
T120520	AGAP1
T120521	AGAP1
T120522	AGAP1
T120523	AGAP1
T120536	AGAP1
T120537	AGAP1
T120538	AGAP1
T120551	GBX2
T120556	IQCA1
T120558	IQCA1
T120561	ACKR3
T120562	ACKR3
T120563	ACKR3
T120564	ACKR3
T120565	ACKR3
T120566	ACKR3
T120596	COPS8
T120629	COL6A3
T120632	COL6A3
T120646	COL6A3
T120651	COL6A3
T120652	COL6A3
T120666	MLPH
T120672	RAB17
T120673	RAB17
T120674	RAB17
T120683	LRRFIP1
T120702	LRRFIP1
T120710	LRRFIP1
T120737	RAMP1
T120740	RAMP1
T120750	UBE2F
T120753	UBE2F
T120757	SCLY
T120758	SCLY
T120763	KLHL30
T120770	ERFE
T120777	ILKAP
T120778	ILKAP
T120779	ILKAP
T120780	ILKAP
T120784	HES6
T120788	PER2
T120789	PER2
T120790	PER2
T120791	PER2
T120792	PER2
T120794	PER2
T120796	TRAF3IP1
T120797	TRAF3IP1
T120801	ASB1
T120802	ASB1
T120803	ASB1
T120805	ASB1
T120806	ASB1
T120807	ASB1
T120821	TWIST2
T120870	HDAC4
T120878	HDAC4
T120879	HDAC4
T120880	HDAC4
T120881	HDAC4
T120899	NDUFA10
T120900	NDUFA10
T120901	COPS9
T120908	GPC1
T120909	GPC1
T120910	GPC1
T120911	GPC1
T120912	GPC1
T120913	GPC1
T120917	GPC1
T120932	GPC1
T120933	GPC1
T120934	GPC1
T120939	ANKMY1
T120940	ANKMY1
T120944	ATAD2B
T120945	ATAD2B
T120946	DUSP28
T120947	ATAD2B
T120948	DUSP28
T120949	ANKMY1
T120952	ANKMY1
T120953	ATAD2B
T120955	UBXN2A
T120956	UBXN2A
T120961	RNPEPL1
T120962	RNPEPL1
T120963	RNPEPL1
T120964	RNPEPL1
T120965	RNPEPL1
T120966	RNPEPL1
T120967	RNPEPL1
T120970	CAPN10
T120973	GPR35
T120977	GPR35
T120980	GPR35
T120996	UBXN2A
T120997	UBXN2A
T121018	KIF1A
T121019	KIF1A
T121021	KIF1A
T121023	KIF1A
T121025	KIF1A
T121060	SNED1
T121069	SNED1
T121075	MTERF4
T121081	PASK
T121089	PASK
T121090	PASK
T121091	PPP1R7
T121092	PPP1R7
T121093	PPP1R7
T121094	PASK
T121095	PASK
T121096	PPP1R7
T121100	ANO7
T121101	ANO7
T121102	ANO7
T121108	HDLBP
T121109	HDLBP
T121110	HDLBP
T121113	HDLBP
T121114	HDLBP
T121119	HDLBP
T121121	HDLBP
T121125	HDLBP
T121126	SEPT2
T121127	SEPT2
T121128	SEPT2
T121129	SEPT2
T121130	SEPT2
T121131	SEPT2
T121132	SEPT2
T121133	HDLBP
T121134	HDLBP
T121135	SEPT2
T121136	SEPT2
T121137	SEPT2
T121139	SEPT2
T121141	SEPT2
T121142	SEPT2
T121148	FARP2
T121149	FARP2
T121152	MFSD2B
T121155	STK25
T121156	STK25
T121157	STK25
T121158	STK25
T121159	STK25
T121160	STK25
T121161	STK25
T121167	BOK
T121168	BOK
T121172	BOK
T121176	THAP4
T121180	THAP4
T121181	THAP4
T121182	THAP4
T121183	THAP4
T121184	ATG4B
T121185	ATG4B
T121187	ATG4B
T121191	DTYMK
T121192	DTYMK
T121193	DTYMK
T121196	ING5
T121202	D2HGDH
T121203	D2HGDH
T121209	WDCP
T121210	WDCP
T121219	FKBP1B
T121235	NEU4
T121244	PDCD1
T121295	TP53I3
T121296	TP53I3
T121297	TP53I3
T121298	TP53I3
T121300	TP53I3
T121301	TP53I3
T121303	PFN4
T121306	PFN4
T121312	FAM228A
T121313	FAM228A
T121318	ITSN2
T121324	ITSN2
T121326	ITSN2
T121327	ITSN2
T121335	NCOA1
T121345	NCOA1
T121346	PTRHD1
T121347	PTRHD1
T121348	CENPO
T121349	PTRHD1
T121350	PTRHD1
T121351	CENPO
T121352	CENPO
T121356	ADCY3
T121357	ADCY3
T121358	ADCY3
T121359	DNAJC27
T121360	DNAJC27
T121361	DNAJC27
T121362	DNAJC27
T121363	DNAJC27-AS1
T121364	DNAJC27-AS1
T121365	DNAJC27-AS1
T121367	EFR3B
T121368	EFR3B
T121369	EFR3B
T121370	EFR3B
T121371	EFR3B
T121372	EFR3B
T121380	POMC
T121381	POMC
T121393	DNMT3A
T121395	DNMT3A
T121396	DNMT3A
T121402	DNMT3A
T121403	DNMT3A
T121404	DNMT3A
T121405	DNMT3A
T121406	DNMT3A
T121436	DTNB
T121437	DTNB
T121443	ASXL2
T121444	ASXL2
T121445	ASXL2
T121446	ASXL2
T121451	KIF3C
T121452	KIF3C
T121454	KIF3C
T121455	KIF3C
T121459	UQCRHP2
T121468	RAB10
T121469	RAB10
T121470	RAB10
T121471	RAB10
T121472	RAB10
T121473	RAB10
T121474	RAB10
T121481	RAB10
T121482	RAB10
T121484	GAREM2
T121485	SH3YL1
T121486	GAREM2
T121487	GAREM2
T121488	SH3YL1
T121490	HADHB
T121491	HADHA
T121492	HADHA
T121494	HADHB
T121495	HADHB
T121497	SH3YL1
T121498	ACP1
T121499	ACP1
T121503	ADGRF3
T121504	SELENOI
T121505	SELENOI
T121506	ADGRF3
T121508	DRC1
T121520	C2orf70
T121527	KCNK3
T121529	KCNK3
T121533	SLC35F6
T121534	SLC35F6
T121536	SLC35F6
T121537	CENPA
T121538	CENPA
T121540	DPYSL5
T121541	DPYSL5
T121552	DPYSL5
T121554	DPYSL5
T121557	MAPRE3
T121558	MAPRE3
T121559	MAPRE3
T121560	MAPRE3
T121563	MAPRE3
T121565	TMEM214
T121568	AGBL5
T121569	AGBL5
T121581	OST4
T121583	EMILIN1
T121589	KHK
T121591	KHK
T121592	CGREF1
T121593	CGREF1
T121595	CGREF1
T121597	CGREF1
T121599	ABHD1
T121600	PREB
T121601	PREB
T121613	SLC5A6
T121617	SLC5A6
T121618	SLC5A6
T121619	SLC5A6
T121620	ATRAID
T121621	SLC5A6
T121622	SLC5A6
T121623	ATRAID
T121626	SLC5A6
T121628	CAD
T121629	CAD
T121631	CAD
T121632	CAD
T121635	CAD
T121637	SLC30A3
T121640	SLC30A3
T121651	TRIM54
T121662	MPV17
T121663	MPV17
T121664	MPV17
T121669	GTF3C2
T121671	GTF3C2
T121672	GTF3C2
T121675	GTF3C2
T121681	EIF2B4
T121682	EIF2B4
T121683	EIF2B4
